CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;CTD
18HU99053_554;41;47.18183;-59.80033;226431;247.08;04-dec-99;16:20:00;34.61;6.35;201.46126;3.748;17.24;0.05;21.96;1.48;0.01;0.01;0.589
18HU99053_554;41;47.18183;-59.80033;226432;198.74;04-dec-99;16:20:00;34.3;5.9;230.80288;4.301;15.8;0.06;19.62;1.43;0.01;0.03;0.645
18HU99053_554;41;47.18183;-59.80033;226433;148.7;04-dec-99;16:20:00;33.51;3.15;270.37164;NaN;10.6;0.06;14.15;1.17;NaN;0.02;0.676
18HU99053_554;41;47.18183;-59.80033;226434;99.74;04-dec-99;16:20:00;32.92;1.56;288.54826;6.702;7.9;0.06;9.77;1.03;0.03;0.04;0.691
18HU99053_554;41;47.18183;-59.80033;226435;49.28;04-dec-99;16:20:00;32.05;4.69;313.0666;7.259;3.09;0.24;2.91;0.54;0.39;0.44;1.575
18HU99053_554;41;47.18183;-59.80033;226436;25.19;04-dec-99;16:20:00;32;4.69;314.67436;7.289;3.17;0.22;2.61;0.53;0.37;0.4;1.776
18HU99053_554;41;47.18183;-59.80033;226437;15.07;04-dec-99;16:20:00;30.99;4.59;316.14814;7.387;4.5;0.2;3.3;0.56;0.59;0.63;2.376
18HU99053_554;41;47.18183;-59.80033;226438;5.06;04-dec-99;16:20:00;30.95;4.59;316.77338;7.391;5.39;0.16;2.97;0.56;0.93;0.73;2.727
18HU99053_554;41;47.18183;-59.80033;226439;3.37;04-dec-99;16:20:00;30.95;4.59;316.68406;7.401;4.46;0.2;3.6;0.47;1.04;0.87;2.288
18HU99053_555;51;47.279;-59.6815;226440;446.86;04-dec-99;18:28:00;34.83;4.96;179.48854;3.95;32.67;0.05;19.88;1.51;0;0.01;0.625
18HU99053_555;51;47.279;-59.6815;226441;396.19;04-dec-99;18:28:00;34.81;5.07;176.13904;3.774;33.17;0.05;22.52;1.62;0;0.01;0.552
18HU99053_555;51;47.279;-59.6815;226442;347.58;04-dec-99;18:28:00;34.76;5.31;178.37204;3.552;25.39;0.07;22.56;1.44;0;0;0.744
18HU99053_555;51;47.279;-59.6815;226443;296.89;04-dec-99;18:28:00;34.71;5.88;184.80308;4.7425;20.15;0.06;24.13;1.65;0;0;0.221
18HU99053_555;51;47.279;-59.6815;226444;247.47;04-dec-99;18:28:00;34.64;6.45;199.00496;3.863;13.5;0.06;22.08;1.46;0.07;0.07;0.162
18HU99053_555;51;47.279;-59.6815;226445;198.64;04-dec-99;18:28:00;34.37;6.13;227.58736;4.285;12.25;0.04;13;1.04;0.01;0.01;0.666
18HU99053_555;51;47.279;-59.6815;226446;149.59;04-dec-99;18:28:00;33.65;3.81;260.01052;5.145;12.72;0.06;12.82;1.02;0.01;0.01;0.257
18HU99053_555;51;47.279;-59.6815;226447;100.73;04-dec-99;18:28:00;33.02;1.91;277.5619;6.106;7.21;0.04;8.6;0.91;0.02;0.03;0.752
18HU99053_555;51;47.279;-59.6815;226448;50.07;04-dec-99;18:28:00;32.27;3.14;289.88806;6.648;7.14;0.07;8.61;0.86;0.06;0.07;0.829
18HU99053_555;51;47.279;-59.6815;226449;24.99;04-dec-99;18:28:00;31.65;4.44;311.36952;7.193;4.64;0.24;4.61;0.64;0.45;0.47;1.804
18HU99053_555;51;47.279;-59.6815;226450;15.07;04-dec-99;18:28:00;31.55;4.51;313.55786;7.271;4.66;0.19;3.46;0.51;0.47;0.47;1.853
18HU99053_555;51;47.279;-59.6815;226451;5.35;04-dec-99;18:28:00;31.48;4.56;313.9598;7.333;3.99;0.21;3.1;0.44;0.51;0.45;2.113
18HU99053_555;51;47.279;-59.6815;226452;2.48;04-dec-99;18:28:00;31.49;4.55;313.82582;7.289;3.96;0.25;4.18;0.67;0.43;0.37;2.161
18HU99053_556;61;47.38567;-59.55833;226453;444.58;04-dec-99;20:54:00;34.83;4.95;181.63222;3.991;28.71;0.09;22.07;1.52;0.01;0.01;0.111
18HU99053_556;61;47.38567;-59.55833;226454;396.98;04-dec-99;20:54:00;34.81;5.09;179.04194;3.85;25.32;0.08;19.54;1.6;0;0.01;0.212
18HU99053_556;61;47.38567;-59.55833;226455;347.98;04-dec-99;20:54:00;34.76;5.47;181.72154;3.808;20.52;0.07;22.15;1.41;0;0.01;0.657
18HU99053_556;61;47.38567;-59.55833;226456;295.7;04-dec-99;20:54:00;34.71;6.04;190.38558;3.846;17.87;0.06;23.35;1.27;0;0.01;0.36
18HU99053_556;61;47.38567;-59.55833;226457;249.25;04-dec-99;20:54:00;34.59;6.4;200.0768;3.772;15.82;0.07;16.95;1.12;0;0.01;0.324
18HU99053_556;61;47.38567;-59.55833;226458;199.03;04-dec-99;20:54:00;34.32;6.05;236.07276;4.277;10.65;0.06;19.34;1.25;0.01;0.02;0.45
18HU99053_556;61;47.38567;-59.55833;226459;148.1;04-dec-99;20:54:00;33.12;1.11;286.9405;6.495;9.04;0.05;11.69;1.08;0.01;0.03;0.721
18HU99053_556;61;47.38567;-59.55833;226460;100.13;04-dec-99;20:54:00;32.77;1.73;290.24534;6.955;4.84;0.08;7;0.82;0.04;0.07;0.717
18HU99053_556;61;47.38567;-59.55833;226461;50.07;04-dec-99;20:54:00;32.28;4.03;295.06862;7.105;4.14;0.17;2.99;0.56;0.27;0.32;1.2
18HU99053_556;61;47.38567;-59.55833;226462;25.68;04-dec-99;20:54:00;32.06;4.87;308.06468;7.283;2.85;0.2;2.22;0.43;0.53;0.51;2.131
18HU99053_556;61;47.38567;-59.55833;226463;15.57;04-dec-99;20:54:00;32.06;4.86;306.99284;7.291;3.03;0.2;2.46;0.5;0.53;0.46;2.235
18HU99053_556;61;47.38567;-59.55833;226464;5.65;04-dec-99;20:54:00;32.06;4.86;306.1443;7.288;2.59;0.2;2.46;0.42;0.51;0.44;2.309
18HU99053_556;61;47.38567;-59.55833;226465;2.78;04-dec-99;20:54:00;32.06;4.86;305.74236;7.287;16.54;0.07;20.47;1.37;0.54;0.5;2.195
18HU99053_557;71;47.48433;-59.4525;226466;438.14;04-dec-99;22:19:00;34.83;4.96;183.50794;3.987;25.49;0.04;16.14;1.36;0.01;0.02;0.631
18HU99053_557;71;47.48433;-59.4525;226467;396.48;04-dec-99;22:19:00;34.82;5.09;186.27686;4.018;22.37;0.04;15.92;1.12;0.01;0.02;0.659
18HU99053_557;71;47.48433;-59.4525;226468;346.19;04-dec-99;22:19:00;34.76;5.55;187.92928;3.927;16.77;0.05;18.67;1.29;0.01;0.02;0.289
18HU99053_557;71;47.48433;-59.4525;226469;297.78;04-dec-99;22:19:00;34.72;6.21;198.737;3.986;17.15;0.06;19.44;1.35;0.01;0.02;0.303
18HU99053_557;71;47.48433;-59.4525;226470;247.37;04-dec-99;22:19:00;34.49;6.43;217.80682;4.072;11.68;0.03;10.88;0.96;0.01;0.02;0.328
18HU99053_557;71;47.48433;-59.4525;226471;199.32;04-dec-99;22:19:00;33.81;4.3;259.51926;5.183;9.24;0.06;11.61;0.92;0.01;0.02;0.675
18HU99053_557;71;47.48433;-59.4525;226472;147.7;04-dec-99;22:19:00;33.19;1.65;285.69002;6.441;6.91;0.07;9.56;0.9;0.01;0.02;0.321
18HU99053_557;71;47.48433;-59.4525;226473;99.84;04-dec-99;22:19:00;32.79;2.1;288.01234;6.839;6.18;0.12;5.43;0.6;0.04;0.06;0.36
18HU99053_557;71;47.48433;-59.4525;226474;50.07;04-dec-99;22:19:00;32.14;4.91;305.87634;7.183;2.22;0.11;1.48;0.35;0.53;0.46;1.228
18HU99053_557;71;47.48433;-59.4525;226475;25.29;04-dec-99;22:19:00;32.03;4.99;305.0278;7.239;2.03;0.1;1.23;0.36;0.63;0.53;1.729
18HU99053_557;71;47.48433;-59.4525;226476;15.47;04-dec-99;22:19:00;31.97;4.84;304.44722;7.311;2.24;0.19;2.04;0.37;0.79;0.64;2.496
18HU99053_557;71;47.48433;-59.4525;226477;5.55;04-dec-99;22:19:00;31.97;4.84;302.88412;NaN;2.5;0.14;1.38;0.35;0.9;0.77;2.048
18HU99053_557;71;47.48433;-59.4525;226478;1.98;04-dec-99;22:19:00;31.96;4.83;302.1249;7.41;2.51;0.13;1.45;0.23;0.76;0.72;2.071
18HU99053_558;81;47.58517;-59.333;226479;228.94;04-dec-99;23:55:00;34.38;5.94;231.69608;4.269;10.5;0.05;15.74;1.2;0.01;0.02;0.601
18HU99053_558;81;47.58517;-59.333;226480;199.03;04-dec-99;23:55:00;33.72;3.87;258.71538;5.34;7.97;0.04;12.31;1;0.02;0.03;0.665
18HU99053_558;81;47.58517;-59.333;226481;147.9;04-dec-99;23:55:00;33.16;2.13;286.9405;6.324;9.77;0.05;7.42;0.66;0.04;0.06;0.671
18HU99053_558;81;47.58517;-59.333;226482;99.83;04-dec-99;23:55:00;32.04;4.71;312.03942;7.213;2.19;0.15;2.12;0.38;0.47;0.4;1.528
18HU99053_558;81;47.58517;-59.333;226483;49.77;04-dec-99;23:55:00;31.92;4.86;313.91514;7.285;4.13;0.14;1.7;0.37;0.62;0.54;1.988
18HU99053_558;81;47.58517;-59.333;226484;25.48;04-dec-99;23:55:00;31.92;4.85;312.1734;7.293;3.35;0.19;1.78;0.37;0.43;0.36;1.878
18HU99053_558;81;47.58517;-59.333;226485;15.67;04-dec-99;23:55:00;31.92;4.85;311.41418;7.293;3.82;0.19;2.23;0.5;0.33;0.33;1.941
18HU99053_558;81;47.58517;-59.333;226486;5.75;04-dec-99;23:55:00;31.92;4.85;310.387;7.104;3.19;0.21;2.46;0.5;0.55;0.49;2.062
18HU99053_558;81;47.58517;-59.333;226487;2.18;04-dec-99;23:55:00;31.92;4.85;309.85108;7.285;4.61;0.17;1.82;0.03;0.46;0.39;1.771
