CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL01003_319;FC-06;47;-51.485;222941;10;28-apr-01;17:06:00;10.27;32.683;423.9089;0.374;0.11;0.4;1.56;4.84;6.16
18TL01003_319;FC-06;47;-51.485;222942;6;28-apr-01;17:06:00;5.67;32.683;423.9983;0.37;0.26;0.34;1.4;4.97;6.31
18TL01003_320;FC-05;47;-52.0333;222943;129;29-apr-01;08:14:00;130.41;32.893;375.5872;-0.704;7.12;0.91;5.85;NaN;NaN
18TL01003_320;FC-05;47;-52.0333;222944;101;29-apr-01;08:14:00;101.33;32.792;391.1734;-0.684;4.28;0.65;4.25;2.07;1.92
18TL01003_320;FC-05;47;-52.0333;222945;76;29-apr-01;08:14:00;76.65;32.667;394.4336;-0.998;4.22;0.6;4.24;1.07;0.99
18TL01003_320;FC-05;47;-52.0333;222946;49;29-apr-01;08:14:00;49.64;32.458;411.6722;-0.359;1.78;0.53;1.81;3.37;4.16
18TL01003_320;FC-05;47;-52.0333;222947;39;29-apr-01;08:14:00;39.61;32.446;413.3246;-0.252;0.86;0.37;1.4;3.57;3.82
18TL01003_320;FC-05;47;-52.0333;222948;31;29-apr-01;08:14:00;31.17;32.445;413.2353;-0.244;0.93;0.54;1.85;3.38;3.94
18TL01003_320;FC-05;47;-52.0333;222949;20;29-apr-01;08:14:00;20.33;32.444;413.0566;-0.241;1.1;0.43;1.11;3.74;3.81
18TL01003_320;FC-05;47;-52.0333;222950;11;29-apr-01;08:14:00;10.92;32.444;412.8333;-0.242;1.04;0.39;1.25;3.54;3.5
18TL01003_320;FC-05;47;-52.0333;222951;5;29-apr-01;08:14:00;5.42;32.444;412.8333;-0.239;2.28;0.45;3;3.85;3.65
18TL01003_321;FC-04;47;-52.3217;222952;116;29-apr-01;10:17:00;116.86;32.961;391.6647;-0.059;3.67;0.78;3.48;NaN;NaN
18TL01003_321;FC-04;47;-52.3217;222953;100;29-apr-01;10:17:00;101.31;32.959;391.754;-0.062;2.76;0.76;4.26;1.6;1.43
18TL01003_321;FC-04;47;-52.3217;222954;75;29-apr-01;10:17:00;76.08;32.804;394.2103;-0.518;2.81;0.69;3.64;1.38;1.21
18TL01003_321;FC-04;47;-52.3217;222955;50;29-apr-01;10:17:00;50.59;32.692;404.5713;-0.438;1.9;0.8;3.12;3.02;2.58
18TL01003_321;FC-04;47;-52.3217;222956;41;29-apr-01;10:17:00;41.12;32.625;408.8586;-0.362;1.72;0.51;1.89;3.44;4.22
18TL01003_321;FC-04;47;-52.3217;222957;30;29-apr-01;10:17:00;30.56;32.604;411.3596;-0.259;0;0.22;0.67;4.35;5.52
18TL01003_321;FC-04;47;-52.3217;222958;21;29-apr-01;10:17:00;21;32.598;412.5654;-0.22;0.27;0.38;1.38;4.06;5.17
18TL01003_321;FC-04;47;-52.3217;222959;11;29-apr-01;10:17:00;10.83;32.597;412.878;-0.219;0.45;0.51;1.86;4;5.34
18TL01003_321;FC-04;47;-52.3217;222960;5;29-apr-01;10:17:00;4.81;32.598;412.61;-0.218;1.19;0.49;1.75;3.81;5.4
18TL01003_322;FC-03;47;-52.58;222961;149;29-apr-01;12:01:00;149.79;32.949;383.2687;-0.273;7.48;0.78;4.47;NaN;NaN
18TL01003_322;FC-03;47;-52.58;222962;124;29-apr-01;12:01:00;125.28;32.951;385.9483;-0.225;3.98;0.9;4.32;NaN;NaN
18TL01003_322;FC-03;47;-52.58;222963;100;29-apr-01;12:01:00;101.3;32.917;388.4939;-0.268;4.12;0.78;2.96;2.64;2.27
18TL01003_322;FC-03;47;-52.58;222964;76;29-apr-01;12:01:00;76.61;32.768;386.8414;-0.871;5.12;1.13;4.98;1.2;1.04
18TL01003_322;FC-03;47;-52.58;222965;50;29-apr-01;12:01:00;50.22;32.686;420.2915;0.35;0;0.39;0.48;5.99;6.93
18TL01003_322;FC-03;47;-52.58;222966;40;29-apr-01;12:01:00;40.67;32.535;415.3343;0.003;0.75;0.67;1.96;4.2;4.83
18TL01003_322;FC-03;47;-52.58;222967;30;29-apr-01;12:01:00;30.57;32.486;413.9498;-0.11;1.04;0.56;1.48;3.96;4.47
18TL01003_322;FC-03;47;-52.58;222968;21;29-apr-01;12:01:00;20.9;32.458;413.8158;-0.216;1.41;0.46;1.32;3.21;3.7
18TL01003_322;FC-03;47;-52.58;222969;9;29-apr-01;12:01:00;9.39;32.452;413.3692;-0.237;1.34;0.57;1.44;3.19;3.69
18TL01003_322;FC-03;47;-52.58;222970;6;29-apr-01;12:01:00;5.61;32.453;413.3246;-0.24;0.83;0.46;1.68;2.98;3.41
18TL01003_323;FC-02;47;-52.705;222971;179;29-apr-01;13:49:00;179.93;32.979;361.6534;-0.643;9.75;1.09;5.12;NaN;NaN
18TL01003_323;FC-02;47;-52.705;222972;149;29-apr-01;13:49:00;150.24;32.948;367.7271;-0.71;9.68;0.95;5.8;NaN;NaN
18TL01003_323;FC-02;47;-52.705;222973;100;29-apr-01;13:49:00;100.35;32.725;387.4667;-1.063;6.02;0.93;4.35;0.58;0.55
18TL01003_323;FC-02;47;-52.705;222974;74;29-apr-01;13:49:00;75.05;32.636;385.2784;-1.365;6.72;0.99;4.1;0.85;0.74
18TL01003_323;FC-02;47;-52.705;222975;49;29-apr-01;13:49:00;49.44;32.557;399.7481;-1.027;3.59;0.92;2.93;1.97;1.75
18TL01003_323;FC-02;47;-52.705;222976;40;29-apr-01;13:49:00;40.42;32.53;401.9811;-1.109;5;0.81;3.18;2;1.73
18TL01003_323;FC-02;47;-52.705;222977;31;29-apr-01;13:49:00;30.76;32.375;409.4839;-0.655;2.33;0.66;2.23;2.59;2.26
18TL01003_323;FC-02;47;-52.705;222978;21;29-apr-01;13:49:00;20.87;32.094;411.0916;-0.353;3.01;0.62;1.47;1.91;1.63
18TL01003_323;FC-02;47;-52.705;222979;11;29-apr-01;13:49:00;11.03;32.056;410.0645;-0.354;3.73;0.52;1.66;2.01;1.67
18TL01003_323;FC-02;47;-52.705;222980;5;29-apr-01;13:49:00;5.29;32.056;410.0645;-0.351;3.93;0.55;1.73;2.08;1.8
18TL01003_324;FC-01;47;-52.8317;222981;99;29-apr-01;15:13:00;100.06;32.608;391.2627;-1.136;2.78;0.74;3.23;1.04;0.91
18TL01003_324;FC-01;47;-52.8317;222982;74;29-apr-01;15:13:00;74.77;32.525;397.2472;-1.153;3.71;0.78;3.52;1.3;1.12
18TL01003_324;FC-01;47;-52.8317;222983;49;29-apr-01;15:13:00;49.7;32.435;401.0432;-1.107;3.36;0.74;3.04;1.06;0.9
18TL01003_324;FC-01;47;-52.8317;222984;40;29-apr-01;15:13:00;40.14;32.357;403.8121;-1.035;2.82;0.67;2.78;1.39;1.22
18TL01003_324;FC-01;47;-52.8317;222985;30;29-apr-01;15:13:00;29.93;32.144;408.2334;-0.739;3.11;0.58;2.66;1.38;1.2
18TL01003_324;FC-01;47;-52.8317;222986;19;29-apr-01;15:13:00;19.42;32.116;408.9033;-0.706;2.46;0.72;2.63;1.36;1.19
18TL01003_324;FC-01;47;-52.8317;222987;9;29-apr-01;15:13:00;9.39;32.001;409.6178;-0.606;3.84;0.66;2.81;1.7;1.49
18TL01003_324;FC-01;47;-52.8317;222988;5;29-apr-01;15:13:00;5.52;31.951;409.4392;-0.414;3.02;0.98;2.35;1.23;1.14
18TL01003_326;SEGB-02;46.5;-52.85;222168;171;22-apr-01;05:42:00;172.29;32.866;386.5288;-0.408;NaN;NaN;NaN;3.64;4.25
18TL01003_328;STN27;47.5467;-52.5867;222989;168;29-apr-01;18:40:00;169.12;32.88;366.1641;-0.852;7.54;1.09;5.43;NaN;NaN
18TL01003_328;STN27;47.5467;-52.5867;222990;150;29-apr-01;18:40:00;151.12;32.762;380.5891;-1.032;5.27;0.91;4.21;NaN;NaN
18TL01003_328;STN27;47.5467;-52.5867;222991;99;29-apr-01;18:40:00;99.37;32.555;399.0782;-1.166;2.91;0.62;3.01;1.58;1.36
18TL01003_328;STN27;47.5467;-52.5867;222992;74;29-apr-01;18:40:00;74.31;32.459;401.5345;-1.256;2.95;0.9;2.83;0.95;0.84
18TL01003_328;STN27;47.5467;-52.5867;222993;50;29-apr-01;18:40:00;49.95;32.411;404.3034;-1.259;NaN;NaN;NaN;1.07;1.07
18TL01003_328;STN27;47.5467;-52.5867;222994;40;29-apr-01;18:40:00;40.1;32.302;407.5188;-1.12;3.19;0.76;4.04;1.64;1.46
18TL01003_328;STN27;47.5467;-52.5867;222995;30;29-apr-01;18:40:00;29.84;32.081;410.2431;-0.666;3.4;0.64;2.13;1.63;1.45
18TL01003_328;STN27;47.5467;-52.5867;222996;20;29-apr-01;18:40:00;20.44;32.034;407.7422;-0.572;3.72;0.67;2.85;1.42;1.26
18TL01003_328;STN27;47.5467;-52.5867;222997;11;29-apr-01;18:40:00;10.88;31.988;408.4567;-0.246;3.16;0.62;2.09;1.61;1.43
18TL01003_328;STN27;47.5467;-52.5867;222998;6;29-apr-01;18:40:00;5.88;31.986;408.0101;-0.254;3.78;0.59;2.42;1.4;1.23
18TL01003_339;SEGB-03;46.35;-52.7333;222169;163;22-apr-01;07:04:00;164.72;32.951;382.7774;-0.227;4.44;0.69;4.84;1.19;1.04
18TL01003_339;SEGB-03;46.35;-52.7333;222170;148;22-apr-01;07:04:00;148.97;32.952;382.4648;-0.225;6.16;1.73;5.87;1.04;0.9
18TL01003_339;SEGB-03;46.35;-52.7333;222171;100;22-apr-01;07:04:00;101.23;32.951;382.7328;-0.229;4.35;0.72;4.96;1.13;1.01
18TL01003_339;SEGB-03;46.35;-52.7333;222172;75;22-apr-01;07:04:00;75.48;32.909;385.591;-0.349;3.65;0.71;4.56;1.49;1.36
18TL01003_339;SEGB-03;46.35;-52.7333;222173;49;22-apr-01;07:04:00;49.8;32.852;401.3558;0.166;1.82;0.63;3.23;2.76;3.28
18TL01003_339;SEGB-03;46.35;-52.7333;222174;40;22-apr-01;07:04:00;40.34;32.683;396.1753;-0.614;3.25;0.57;4.11;1.5;1.36
18TL01003_339;SEGB-03;46.35;-52.7333;222175;30;22-apr-01;07:04:00;30.1;32.539;395.952;-0.96;2.96;0.58;4.03;1.29;1.15
18TL01003_339;SEGB-03;46.35;-52.7333;222176;21;22-apr-01;07:04:00;21.21;32.329;405.5985;-0.521;2.29;0.65;3.17;1.31;1.18
18TL01003_339;SEGB-03;46.35;-52.7333;222177;11;22-apr-01;07:04:00;11.12;32.321;405.8218;-0.545;2.11;0.64;2.86;1.46;1.31
18TL01003_339;SEGB-03;46.35;-52.7333;222178;5;22-apr-01;07:04:00;4.85;32.313;405.9557;-0.576;2.42;0.64;3.17;0.88;0.82
