CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo
18HU92037_355;CTD-01;42.2;-54.65;113314;30;18-sep-92;13:43:00;21.1;246.7465;0.48;0.09;0.02;0.147
18HU92037_355;CTD-01;42.2;-54.65;113315;20;18-sep-92;13:43:00;21.2;234.42034;0.54;0.05;0.05;0.118
18HU92037_355;CTD-01;42.2;-54.65;113316;10;18-sep-92;13:43:00;20.9;238.17178;0.53;0.06;0.05;0.096
18HU92037_355;CTD-01;42.2;-54.65;113317;0;18-sep-92;13:43:00;20.9;236.20674;0.46;0.08;0.04;0.096
18HU92037_356;CTD-02;42.2;-54.65;113318;1000;18-sep-92;15:45:00;NaN;265.19108;12.38;1.13;19.72;NaN
18HU92037_356;CTD-02;42.2;-54.65;113319;900;18-sep-92;15:45:00;NaN;258.1348;12.81;1.27;20.76;NaN
18HU92037_356;CTD-02;42.2;-54.65;113320;800;18-sep-92;15:45:00;NaN;258.44742;11.24;1.08;18.35;NaN
18HU92037_356;CTD-02;42.2;-54.65;113321;700;18-sep-92;15:45:00;NaN;257.06296;10.76;1.12;16.93;NaN
18HU92037_356;CTD-02;42.2;-54.65;113322;600;18-sep-92;15:45:00;NaN;245.54068;13.42;1.24;21.44;NaN
18HU92037_356;CTD-02;42.2;-54.65;113323;500;18-sep-92;15:45:00;NaN;220.6204;13.89;1.23;22.78;NaN
18HU92037_356;CTD-02;42.2;-54.65;113324;300;18-sep-92;15:45:00;NaN;194.271;13.01;1.22;21.64;NaN
18HU92037_356;CTD-02;42.2;-54.65;113325;100;18-sep-92;15:45:00;NaN;195.43216;1.37;NaN;3.96;NaN
18HU92037_356;CTD-02;42.2;-54.65;113326;90;18-sep-92;15:45:00;NaN;158.90028;1.36;NaN;3.82;NaN
18HU92037_356;CTD-02;42.2;-54.65;113327;70;18-sep-92;15:45:00;NaN;223.3;1.14;NaN;3.22;NaN
18HU92037_356;CTD-02;42.2;-54.65;113328;60;18-sep-92;15:45:00;NaN;219.7272;1.03;NaN;2.99;NaN
18HU92037_356;CTD-02;42.2;-54.65;113329;50;18-sep-92;15:45:00;NaN;249.02416;0.97;NaN;2.11;NaN
18HU92037_356;CTD-02;42.2;-54.65;113330;40;18-sep-92;15:45:00;NaN;252.90958;0.84;NaN;0.65;NaN
18HU92037_356;CTD-02;42.2;-54.65;113331;30;18-sep-92;15:45:00;NaN;252.329;0.77;NaN;0.02;NaN
18HU92037_356;CTD-02;42.2;-54.65;113332;20;18-sep-92;15:45:00;NaN;250.27464;0.51;NaN;0.01;NaN
18HU92037_356;CTD-02;42.2;-54.65;113333;10;18-sep-92;15:45:00;NaN;239.73488;0.53;NaN;0.02;NaN
18HU92037_356;CTD-02;42.2;-54.65;113334;0;18-sep-92;15:45:00;NaN;239.28828;0.59;NaN;0.01;NaN
18HU92037_357;18;41.2;-49.55;112204;1;19-sep-92;11:35:00;24.8;NaN;1.12;0.16;0.06;0.16
18HU92037_357;18;41.2;-49.55;112205;40;19-sep-92;11:35:00;24.8;NaN;1.08;0.14;0.07;0.17
18HU92037_357;18;41.2;-49.55;112206;80;19-sep-92;11:35:00;23.4;NaN;1.21;0.16;1.93;0.54
18HU92037_358;CTD-03;41.17;-49.51;113335;200;19-sep-92;12:59:00;15.6;186.4555;3.58;0.51;8.88;0.022
18HU92037_358;CTD-03;41.17;-49.51;113336;150;19-sep-92;12:59:00;19.3;193.02052;3.76;0.53;9.19;0.022
18HU92037_358;CTD-03;41.17;-49.51;113337;140;19-sep-92;12:59:00;19.9;162.87502;2.6;0.44;7.38;0.029
18HU92037_358;CTD-03;41.17;-49.51;113338;130;19-sep-92;12:59:00;20;172.3876;1.97;0.33;5.33;0.044
18HU92037_358;CTD-03;41.17;-49.51;113339;120;19-sep-92;12:59:00;20.7;159.52552;2.66;0.41;7.28;0.051
18HU92037_358;CTD-03;41.17;-49.51;113340;110;19-sep-92;12:59:00;21;184.13318;1.48;0.17;3.64;0.11
18HU92037_358;CTD-03;41.17;-49.51;113341;100;19-sep-92;12:59:00;21.7;188.37588;1.37;0.23;3.32;0.103
18HU92037_358;CTD-03;41.17;-49.51;113342;90;19-sep-92;12:59:00;22.4;187.21472;1.29;0.22;2.89;0.191
18HU92037_358;CTD-03;41.17;-49.51;113343;80;19-sep-92;12:59:00;22.8;172.96818;1.47;0.21;3.07;0.257
18HU92037_358;CTD-03;41.17;-49.51;113344;70;19-sep-92;12:59:00;23.6;196.14672;1.15;0.2;1.74;0.346
18HU92037_358;CTD-03;41.17;-49.51;113345;60;19-sep-92;12:59:00;24.1;208.51754;0.93;0.18;0.32;0.596
18HU92037_358;CTD-03;41.17;-49.51;113346;50;19-sep-92;12:59:00;24.8;211.86704;1.06;0.15;0.06;0.125
18HU92037_358;CTD-03;41.17;-49.51;113347;40;19-sep-92;12:59:00;24.8;210.66122;1;0.06;0.07;0.118
18HU92037_358;CTD-03;41.17;-49.51;113348;30;19-sep-92;12:59:00;24.8;215.52916;0.96;0.11;0.05;0.11
18HU92037_358;CTD-03;41.17;-49.51;113349;20;19-sep-92;12:59:00;24.8;214.1447;1.04;0.13;0.07;0.118
18HU92037_358;CTD-03;41.17;-49.51;113350;10;19-sep-92;12:59:00;24.8;215.88644;0.95;0.03;0.05;0.096
18HU92037_358;CTD-03;41.17;-49.51;113351;0;19-sep-92;12:59:00;24.8;214.90392;1.04;0.04;0.07;0.088
18HU92037_359;390;43;-49.5;99469;1;18-oct-92;11:04:00;5.4;NaN;0.56;NaN;0;3.05
18HU92037_359;390;43;-49.5;99470;10;18-oct-92;11:04:00;5.4;NaN;0.47;NaN;0;2.91
18HU92037_359;390;43;-49.5;99471;20;18-oct-92;11:04:00;5.4;NaN;0.46;NaN;0.04;4.83
18HU92037_360;CTD-82;42.99;-49.52;114410;200;18-oct-92;12:06:00;3.1;287.47642;11.54;1.14;16.31;0.022
18HU92037_360;CTD-82;42.99;-49.52;114411;150;18-oct-92;12:06:00;2.8;295.82784;10.28;1.09;15.05;0.029
18HU92037_360;CTD-82;42.99;-49.52;114412;100;18-oct-92;12:06:00;2;299.62394;10.64;1.03;13.72;0.103
18HU92037_360;CTD-82;42.99;-49.52;114413;90;18-oct-92;12:06:00;1.7;300.7851;9.39;0.94;11.26;0.243
18HU92037_360;CTD-82;42.99;-49.52;114414;80;18-oct-92;12:06:00;1.6;294.22008;9.09;0.75;10.3;0.353
18HU92037_360;CTD-82;42.99;-49.52;114415;70;18-oct-92;12:06:00;1.6;305.83168;8.71;0.8;9.91;0.551
18HU92037_360;CTD-82;42.99;-49.52;114416;60;18-oct-92;12:06:00;2;314.31708;7.28;0.69;7.82;0.971
18HU92037_360;CTD-82;42.99;-49.52;114417;50;18-oct-92;12:06:00;3.6;317.13066;5.22;0.65;5.34;1.125
18HU92037_360;CTD-82;42.99;-49.52;114418;40;18-oct-92;12:06:00;4.4;302.39286;2.98;0.35;2.67;1.89
18HU92037_360;CTD-82;42.99;-49.52;114419;35;18-oct-92;12:06:00;4.5;326.10732;2.6;0.41;2.02;3.015
18HU92037_360;CTD-82;42.99;-49.52;114420;30;18-oct-92;12:06:00;5.5;289.26282;9.18;0.9;12.22;0.096
18HU92037_360;CTD-82;42.99;-49.52;114421;25;18-oct-92;12:06:00;5.5;342.49754;0.94;0.25;0.12;3.309
18HU92037_360;CTD-82;42.99;-49.52;114422;20;18-oct-92;12:06:00;5.4;351.07226;0.66;0.28;0.06;2.537
18HU92037_360;CTD-82;42.99;-49.52;114423;15;18-oct-92;12:06:00;5.3;361.83532;0.48;0.27;0.01;2.471
18HU92037_360;CTD-82;42.99;-49.52;114424;10;18-oct-92;12:06:00;5.3;358.70912;0.51;0.21;0.06;2.221
18HU92037_360;CTD-82;42.99;-49.52;114425;5;18-oct-92;12:06:00;5.3;361.746;0.55;0.25;0.02;1.919
18HU92037_360;CTD-82;42.99;-49.52;114426;0;18-oct-92;12:06:00;5.3;359.11106;0.56;0.34;0.1;1.875
18HU92037_361;CTD-83;43;-49.5;114427;300;18-oct-92;14:10:00;NaN;293.8628;12.02;1.16;16.87;NaN
18HU92037_362;CTD-84;43.18;-51.03;114439;100;18-oct-92;23:16:00;NaN;NaN;13.75;1.41;14.69;0.081
18HU92037_362;CTD-84;43.18;-51.03;114440;90;18-oct-92;23:16:00;NaN;NaN;12.69;1.31;6.82;0.132
18HU92037_362;CTD-84;43.18;-51.03;114441;80;18-oct-92;23:16:00;NaN;NaN;11.03;1.22;4.41;0.125
18HU92037_362;CTD-84;43.18;-51.03;114442;70;18-oct-92;23:16:00;NaN;NaN;8.22;1.05;2.71;0.088
18HU92037_362;CTD-84;43.18;-51.03;114443;60;18-oct-92;23:16:00;NaN;NaN;9.47;1.05;2.32;0.096
18HU92037_362;CTD-84;43.18;-51.03;114444;50;18-oct-92;23:16:00;NaN;NaN;5.29;0.87;1.32;0.243
18HU92037_362;CTD-84;43.18;-51.03;114445;40;18-oct-92;23:16:00;NaN;NaN;2.52;0.52;0.36;0.309
18HU92037_362;CTD-84;43.18;-51.03;114446;30;18-oct-92;23:16:00;NaN;NaN;1.04;0.29;0.04;0.478
18HU92037_362;CTD-84;43.18;-51.03;114447;20;18-oct-92;23:16:00;NaN;NaN;0.77;0.23;0.06;0.346
18HU92037_362;CTD-84;43.18;-51.03;114448;10;18-oct-92;23:16:00;NaN;NaN;0.62;0.27;0.06;0.294
18HU92037_362;CTD-84;43.18;-51.03;114449;0;18-oct-92;23:16:00;NaN;NaN;0.57;0.25;0.04;0.287
18HU92037_363;399;43.57;-54.35;99472;1;19-oct-92;11:06:00;16.2;NaN;0.85;0.12;0;0.36
18HU92037_363;399;43.57;-54.35;99473;20;19-oct-92;11:06:00;16.2;NaN;0.87;0.18;0;0.34
18HU92037_363;399;43.57;-54.35;99474;40;19-oct-92;11:06:00;14;NaN;NaN;NaN;NaN;0.47
18HU92037_364;CTD-85;43.57;-54.35;114450;200;19-oct-92;11:07:00;11.9;207.62434;9.5;1.06;17.31;0.007
18HU92037_364;CTD-85;43.57;-54.35;114451;150;19-oct-92;11:07:00;12;263.22604;5.35;0.67;9.99;0.007
18HU92037_364;CTD-85;43.57;-54.35;114452;140;19-oct-92;11:07:00;11.9;269.70174;5.97;0.71;11.37;0.007
18HU92037_364;CTD-85;43.57;-54.35;114453;130;19-oct-92;11:07:00;11.9;271.93474;5.23;0.57;10.01;0.015
18HU92037_364;CTD-85;43.57;-54.35;114454;120;19-oct-92;11:07:00;12.2;275.23958;4.57;0.53;8.49;0.015
18HU92037_364;CTD-85;43.57;-54.35;114455;110;19-oct-92;11:07:00;12.5;271.5328;4.54;0.54;8.56;0.015
18HU92037_364;CTD-85;43.57;-54.35;114456;100;19-oct-92;11:07:00;12.5;273.67648;4.37;0.52;8.56;0.015
18HU92037_364;CTD-85;43.57;-54.35;114457;90;19-oct-92;11:07:00;12.8;276.6687;4.82;0.56;9.38;0.029
18HU92037_364;CTD-85;43.57;-54.35;114458;80;19-oct-92;11:07:00;12.7;267.91534;4.14;0.52;7.81;0.037
18HU92037_364;CTD-85;43.57;-54.35;114459;70;19-oct-92;11:07:00;13.1;273.9891;3.52;0.45;6.06;0.059
18HU92037_364;CTD-85;43.57;-54.35;114460;60;19-oct-92;11:07:00;13.4;271.89008;3.5;0.34;5.85;0.088
18HU92037_364;CTD-85;43.57;-54.35;114461;50;19-oct-92;11:07:00;13.4;285.6007;2.98;0.38;3.88;0.154
18HU92037_364;CTD-85;43.57;-54.35;114462;40;19-oct-92;11:07:00;17.2;324.72286;1.98;0.23;0.38;0.449
18HU92037_364;CTD-85;43.57;-54.35;114463;30;19-oct-92;11:07:00;16.6;314.31708;0.97;0.02;0.01;0.404
18HU92037_364;CTD-85;43.57;-54.35;114464;20;19-oct-92;11:07:00;16.2;323.20442;0.78;0;0;0.25
18HU92037_364;CTD-85;43.57;-54.35;114465;10;19-oct-92;11:07:00;16.1;322.71316;0.78;0.04;0;0.243
18HU92037_364;CTD-85;43.57;-54.35;114466;0;19-oct-92;11:07:00;16.1;319.27434;0.89;0.02;0;0.243
18HU92037_365;CTD-86;43.58;-54.36;114467;1000;19-oct-92;12:27:00;4.4;327.67042;14.16;0.86;22.11;NaN
18HU92037_365;CTD-86;43.58;-54.36;114468;900;19-oct-92;12:27:00;4.6;320.56948;12.27;0.84;20.14;NaN
18HU92037_365;CTD-86;43.58;-54.36;114469;800;19-oct-92;12:27:00;4.9;311.36952;10.31;NaN;15.73;NaN
18HU92037_365;CTD-86;43.58;-54.36;114470;700;19-oct-92;12:27:00;5.3;293.05892;8.28;NaN;12.29;NaN
18HU92037_365;CTD-86;43.58;-54.36;114471;600;19-oct-92;12:27:00;5.8;NaN;NaN;NaN;NaN;NaN
18HU92037_365;CTD-86;43.58;-54.36;114472;500;19-oct-92;12:27:00;6.6;248.48824;10.4;NaN;16.62;NaN
18HU92037_365;CTD-86;43.58;-54.36;114473;300;19-oct-92;12:27:00;9.3;214.85926;7.66;NaN;13.19;NaN
18HU92037_365;CTD-86;43.58;-54.36;114474;200;19-oct-92;12:27:00;11.6;244.55816;6.36;NaN;13.12;NaN
