CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;OXYM_01;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_03;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);(mmol/m**3);(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3);(mg/m**3)
18TL01006_002;STN27;47.5467;-52.5867;253001;172;13-jul-01;22:24:00;173.71;33.009;339.7256;-0.824;NaN;NaN;NaN;0.13;0.08
18TL01006_002;STN27;47.5467;-52.5867;253002;150;13-jul-01;22:24:00;151.03;32.903;349.64;-0.959;11.07;1.36;7.5;0.08;0.05
18TL01006_002;STN27;47.5467;-52.5867;253003;101;13-jul-01;22:24:00;101.92;32.663;377.7755;-1.248;9.56;1.67;6.91;0.09;0.06
18TL01006_002;STN27;47.5467;-52.5867;253004;74;13-jul-01;22:24:00;74.41;32.531;382.7328;-0.937;2.12;1.28;3.92;0.13;0.11
18TL01006_002;STN27;47.5467;-52.5867;253005;50;13-jul-01;22:24:00;50.05;32.307;396.0413;0.172;0.18;0.26;0.4;1.14;0.99
18TL01006_002;STN27;47.5467;-52.5867;253006;39;13-jul-01;22:24:00;38.98;32.199;402.115;0.831;0.23;0.43;0.52;0.64;0.79
18TL01006_002;STN27;47.5467;-52.5867;253007;30;13-jul-01;22:24:00;30.6;32.076;410.5557;1.588;0.3;0.45;0.93;1.47;1.34
18TL01006_002;STN27;47.5467;-52.5867;253008;20;13-jul-01;22:24:00;20.1;31.912;407.4295;3.164;0.1;0.37;0;1.89;1.68
18TL01006_002;STN27;47.5467;-52.5867;253009;9;13-jul-01;22:24:00;9.32;31.509;351.1584;9.27;0.24;0.24;0.34;0.57;0.51
18TL01006_002;STN27;47.5467;-52.5867;253010;6;13-jul-01;22:24:00;5.61;31.369;345.9333;9.838;NaN;NaN;NaN;NaN;NaN
18TL01006_003;FC-07;47;-51;253046;100;14-jul-01;13:14:00;100.89;32.988;326.551;-0.659;6.27;1.01;6.23;0.14;0.08
18TL01006_003;FC-07;47;-51;253047;75;14-jul-01;13:14:00;75.22;32.932;337.8499;-0.64;11.51;1.49;7.05;0.2;0.15
18TL01006_003;FC-07;47;-51;253048;50;14-jul-01;13:14:00;50.74;32.762;381.8842;-0.113;0.61;1.16;3.54;1.4;1.23
18TL01006_003;FC-07;47;-51;253049;41;14-jul-01;13:14:00;41.22;32.697;417.4779;0.906;1.16;0.43;0;2.79;2.71
18TL01006_003;FC-07;47;-51;253050;31;14-jul-01;13:14:00;31.23;32.613;408.1888;2.231;1.32;0.25;0;0.43;0.42
18TL01006_003;FC-07;47;-51;253051;21;14-jul-01;13:14:00;21.03;32.379;361.7874;7.141;1.52;0.16;0;0.42;0.4
18TL01006_003;FC-07;47;-51;253052;11;14-jul-01;13:14:00;11.38;32.074;335.5722;9.866;1.61;0.22;0;0.29;0.25
18TL01006_003;FC-07;47;-51;253053;6;14-jul-01;13:14:00;5.8;32.068;332.8926;10.06;0;0.31;0;0.27;0.24
18TL01006_014;FC-08;47;-50.6667;253054;170;14-jul-01;15:02:00;171.35;33.035;323.3355;-0.473;2.15;0.78;5.09;NaN;NaN
18TL01006_025;FC-09;47;-50;253055;76;14-jul-01;17:58:00;77.08;33.051;285.4642;-0.17;13.56;2.4;7.82;0.39;0.37
18TL01006_025;FC-09;47;-50;253056;49;14-jul-01;17:58:00;49.55;32.987;324.9879;0.059;8.46;1.91;5.94;0.85;0.85
18TL01006_025;FC-09;47;-50;253057;39;14-jul-01;17:58:00;39.69;32.771;393.4957;1.107;0.27;0.79;0.77;NaN;NaN
18TL01006_025;FC-09;47;-50;253058;31;14-jul-01;17:58:00;31.41;32.646;387.1541;3.398;0.05;0.5;0;NaN;NaN
18TL01006_025;FC-09;47;-50;253059;20;14-jul-01;17:58:00;20.43;32.541;354.1953;7.277;0;0.39;0.11;0.27;0.26
18TL01006_025;FC-09;47;-50;253060;11;14-jul-01;17:58:00;10.89;32.491;345.6653;8.305;0.02;0.45;0;0.21;0.19
18TL01006_025;FC-09;47;-50;253061;5;14-jul-01;17:58:00;4.99;32.339;334.0092;9.786;0;0.34;0;0.22;0.22
18TL01006_036;FC-10;47;-49.1167;253062;76;14-jul-01;21:47:00;76.45;33.053;309.4464;-0.575;6.46;1.89;6.88;0.77;0.78
18TL01006_036;FC-10;47;-49.1167;253063;50;14-jul-01;21:47:00;50.18;32.852;378.0435;-0.224;0.08;1.21;3.65;0.97;0.91
18TL01006_036;FC-10;47;-49.1167;253064;39;14-jul-01;21:47:00;39.79;32.762;406.8043;0.826;0;0.57;0;0.66;0.71
18TL01006_036;FC-10;47;-49.1167;253065;30;14-jul-01;21:47:00;30.36;32.609;400.5966;2.959;0;0.22;0;0.44;0.45
18TL01006_036;FC-10;47;-49.1167;253066;20;14-jul-01;21:47:00;19.92;32.386;355.4011;7.908;0;0.35;0;0.24;0.23
18TL01006_036;FC-10;47;-49.1167;253067;10;14-jul-01;21:47:00;9.71;32.381;333.1606;10.084;0.1;0.35;0;0.27;0.28
18TL01006_036;FC-10;47;-49.1167;253068;5;14-jul-01;21:47:00;5.02;32.361;331.1509;10.167;0;0.39;0;0.28;0.3
18TL01006_047;FC-11;47;-48.6167;253069;98;15-jul-01;00:18:00;99.06;33.104;311.5453;-0.532;NaN;NaN;NaN;NaN;NaN
18TL01006_058;FC-12;47;-48.1167;253070;127;15-jul-01;02:24:00;128.07;33.193;321.8617;-0.357;12.92;2.06;7.88;0.18;0.12
18TL01006_058;FC-12;47;-48.1167;253071;99;15-jul-01;02:24:00;99.68;33.055;360.4923;-0.681;7.95;1.76;7.67;0.5;0.51
18TL01006_058;FC-12;47;-48.1167;253072;75;15-jul-01;02:24:00;76.09;32.909;385.5463;-0.428;5.02;1.3;5.42;0.49;0.47
18TL01006_058;FC-12;47;-48.1167;253073;50;15-jul-01;02:24:00;50.82;32.757;412.5208;-0.122;0;0.81;1.85;1.15;1.22
18TL01006_058;FC-12;47;-48.1167;253074;40;15-jul-01;02:24:00;40.83;32.71;428.5535;0.367;0;0.7;0;2.52;2.37
18TL01006_058;FC-12;47;-48.1167;253075;30;15-jul-01;02:24:00;30.75;32.516;414.8877;3.054;0;0.51;3.29;0.68;0.59
18TL01006_058;FC-12;47;-48.1167;253077;21;15-jul-01;02:24:00;21.33;32.393;369.08925;6.576;0;0.28;1.89;0.22;0.2
18TL01006_058;FC-12;47;-48.1167;253078;11;15-jul-01;02:24:00;11.05;32.293;342.7624;9.007;0;0.27;0.17;0.23;0.2
18TL01006_090;S27-05;47.74;-51.65;253583;155;29-jul-01;02:09:00;156.03;33.582;297.7902;0.156;NaN;NaN;NaN;NaN;NaN
18TL01006_092;S27-04;47.68;-51.88;253584;181;29-jul-01;03:21:00;182.15;33.522;314.4929;0.029;NaN;NaN;NaN;NaN;NaN
18TL01006_093;S27-03;47.63;-52.12;253585;164;29-jul-01;04:41:00;165.66;33.397;328.4713;-0.227;NaN;NaN;NaN;NaN;NaN
18TL01006_094;S27-02;47.58;-52.35;253586;163;29-jul-01;05:57:00;164.59;33.427;323.1569;-0.183;NaN;NaN;NaN;NaN;NaN
18TL01006_095;STN27;47.5467;-52.5867;253587;173;29-jul-01;08:40:00;174.75;33.078;353.704;-0.726;8.89;1.35;7.53;NaN;NaN
18TL01006_095;STN27;47.5467;-52.5867;253588;150;29-jul-01;08:40:00;151.18;32.858;381.8842;-1.035;10.32;1.44;7.49;0.04;0.02
18TL01006_095;STN27;47.5467;-52.5867;253589;100;29-jul-01;08:40:00;100.74;32.68;384.1619;-1.343;8.28;1.33;6.37;0.08;0.06
18TL01006_095;STN27;47.5467;-52.5867;253590;75;29-jul-01;08:40:00;75.42;32.555;384.9211;-1.351;5.42;0.85;7.75;0.24;0.23
18TL01006_095;STN27;47.5467;-52.5867;253591;50;29-jul-01;08:40:00;50.59;32.444;408.7693;-0.979;2.4;0.85;3.85;1.34;1.23
18TL01006_095;STN27;47.5467;-52.5867;253592;40;29-jul-01;08:40:00;40.17;32.346;426.6332;-0.28;2.83;1.03;2.17;1.86;1.75
18TL01006_095;STN27;47.5467;-52.5867;253593;30;29-jul-01;08:40:00;30.35;32.011;429.2234;2.944;1.2;0.36;0.25;1.49;1.39
18TL01006_095;STN27;47.5467;-52.5867;253594;20;29-jul-01;08:40:00;20.64;31.206;334.8577;11.654;0.09;0.28;0.88;0.61;0.64
18TL01006_095;STN27;47.5467;-52.5867;253595;11;29-jul-01;08:40:00;10.8;31.17;325.7025;12.408;0.15;0.21;0.25;0.33;0.34
18TL01006_095;STN27;47.5467;-52.5867;253596;5;29-jul-01;08:40:00;5.32;31.167;326.9083;12.422;0.08;0.2;0.53;0.32;0.34
18TL01006_264;FC-01;47;-52.8317;253011;96;14-jul-01;02:43:00;96.61;32.685;374.4261;-1.172;6.32;1.43;5.94;0.05;0.03
18TL01006_264;FC-01;47;-52.8317;253012;76;14-jul-01;02:43:00;76.75;32.569;380.6338;-1.012;3.33;1.04;4.05;0.07;0.05
18TL01006_264;FC-01;47;-52.8317;253013;49;14-jul-01;02:43:00;49.67;32.301;399.1675;0.144;0.24;0.89;1.06;0.36;0.34
18TL01006_264;FC-01;47;-52.8317;253014;40;14-jul-01;02:43:00;40.49;32.275;399.9714;0.147;0.3;0.64;1.34;0.32;0.31
18TL01006_264;FC-01;47;-52.8317;253015;31;14-jul-01;02:43:00;31.31;32.163;407.4742;0.914;0.33;0.59;0.58;1.5;1.36
18TL01006_264;FC-01;47;-52.8317;253016;21;14-jul-01;02:43:00;21.26;31.755;376.9717;6.702;0.41;0.31;0.29;1.39;1.12
18TL01006_264;FC-01;47;-52.8317;253017;12;14-jul-01;02:43:00;11.77;31.585;352.4089;9.088;0.11;0.34;0.25;0.92;0.74
18TL01006_264;FC-01;47;-52.8317;253018;6;14-jul-01;02:43:00;6.54;31.472;335.1703;10.763;0.39;0.28;0.25;1.08;0.85
18TL01006_284;FC-02;47;-52.705;99;174;14-jul-01;04:08:00;175.63;33.037;334.0538;-0.744;NaN;NaN;NaN;NaN;NaN
18TL01006_304;FC-03;47;-52.58;253019;151;14-jul-01;04:55:00;152.19;33.049;311.6794;-0.549;16.46;2.09;9.06;0.12;0.04
18TL01006_304;FC-03;47;-52.58;253020;100;14-jul-01;04:55:00;101.17;32.926;343.2983;-0.378;8.32;1.72;6.79;0.1;0.05
18TL01006_304;FC-03;47;-52.58;253021;75;14-jul-01;04:55:00;76.06;32.808;370.63;-0.037;0.91;0.93;3.1;0.77;0.61
18TL01006_304;FC-03;47;-52.58;253022;50;14-jul-01;04:55:00;50.83;32.818;391.3074;2.638;0.07;0.38;0;0.23;0.19
18TL01006_304;FC-03;47;-52.58;253023;41;14-jul-01;04:55:00;41.43;32.787;388.8958;3.583;0.19;0.34;0.25;0.44;0.42
18TL01006_304;FC-03;47;-52.58;253024;31;14-jul-01;04:55:00;30.97;32.644;388.4939;4.327;0.41;0.32;0.25;0.54;0.55
18TL01006_304;FC-03;47;-52.58;253025;21;14-jul-01;04:55:00;21.09;32.219;346.6031;8.774;0.18;0.26;0.28;0.57;0.57
18TL01006_304;FC-03;47;-52.58;253026;10;14-jul-01;04:55:00;10.45;32.124;335.6615;10.045;0.08;0.21;0.25;0.41;0.41
18TL01006_304;FC-03;47;-52.58;253027;6;14-jul-01;04:55:00;5.96;31.813;328.6947;10.67;0.12;0.22;0.25;0.3;0.28
18TL01006_315;FC-04;47;-52.3217;253028;119;14-jul-01;06:45:00;120.05;33.122;335.2596;-0.669;11.83;1.47;7.36;0.09;0.04
18TL01006_315;FC-04;47;-52.3217;253029;101;14-jul-01;06:45:00;101.66;32.939;344.1022;-0.783;6.87;1.3;5.91;0.09;0.07
18TL01006_315;FC-04;47;-52.3217;253030;76;14-jul-01;06:45:00;76.54;32.742;370.2281;-1.047;1.11;0.86;4.22;0.13;0.12
18TL01006_315;FC-04;47;-52.3217;253031;50;14-jul-01;06:45:00;50.61;32.548;396.4879;-0.517;0.59;1.06;3.32;0.53;0.67
18TL01006_315;FC-04;47;-52.3217;253032;41;14-jul-01;06:45:00;41.39;32.473;411.7615;0.16;1.03;0.46;0.71;1.73;1.59
18TL01006_315;FC-04;47;-52.3217;253033;31;14-jul-01;06:45:00;30.88;32.436;424.7128;1.368;1.52;0.31;0;1.41;1.26
18TL01006_315;FC-04;47;-52.3217;253034;20;14-jul-01;06:45:00;20.67;32.337;359.1525;7.429;1.61;0.28;0.47;0.58;0.57
18TL01006_315;FC-04;47;-52.3217;253035;11;14-jul-01;06:45:00;10.86;31.97;331.7762;10.452;1.54;0.28;0;0.42;0.4
18TL01006_315;FC-04;47;-52.3217;253036;6;14-jul-01;06:45:00;6.49;31.973;330.5257;10.487;1.52;0.23;0;0.41;0.4
18TL01006_326;FC-05;47;-52.0333;253037;130;14-jul-01;08:46:00;131.43;32.975;360.6263;-0.894;1.95;0.88;5.34;0.05;0.03
18TL01006_326;FC-05;47;-52.0333;253038;101;14-jul-01;08:46:00;101.87;32.8;378.6687;-1.116;5.89;1.11;6.32;0.04;0.02
18TL01006_326;FC-05;47;-52.0333;253039;76;14-jul-01;08:46:00;76.28;32.691;383.5367;-1.082;1.25;0.84;4.25;0.06;0.04
18TL01006_326;FC-05;47;-52.0333;253040;51;14-jul-01;08:46:00;51.37;32.57;385.725;-1.04;3.29;1.2;5.13;0.28;0.3
18TL01006_326;FC-05;47;-52.0333;253041;40;14-jul-01;08:46:00;40.78;32.49;405.6432;-0.37;0.64;0.69;2.28;1.01;0.93
18TL01006_326;FC-05;47;-52.0333;253042;31;14-jul-01;08:46:00;31.21;32.415;413.9052;-0.044;0.93;0.43;1.08;2.01;1.96
18TL01006_326;FC-05;47;-52.0333;253043;21;14-jul-01;08:46:00;21.36;32.292;404.5713;3.937;0.27;0.42;0.1;0.52;0.47
18TL01006_326;FC-05;47;-52.0333;253044;11;14-jul-01;08:46:00;10.75;31.8;344.9954;8.951;0.26;0.38;0.24;0.3;0.3
18TL01006_326;FC-05;47;-52.0333;253045;6;14-jul-01;08:46:00;6.02;31.803;333.2499;10.188;0.27;0.39;0.1;0.32;0.3
18TL01006_339;FC-06;47;-51.485;100;92;14-jul-01;11:24:00;92.38;32.945;328.3374;-0.655;NaN;NaN;NaN;NaN;NaN
