CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96022_315;CAST#1;46.0705;-60.6432;175685;7;22-sep-96;14:04:00;23.351;15.868;261.35032;4;1.1214;1;0.1145;1;0.16;1;0.2455;1;3.595;1;6;0.65;0.04
18NA96022_315;CAST#1;46.0705;-60.6432;175684;35;22-sep-96;14:04:00;24.905;6.633;281.53664;4;0.8811;1;0.1335;1;4.625;1;0.6355;1;7.08;1;6;7.28;0.65
18NA96022_326;CAST#1;46.1117;-60.5557;175689;1;22-sep-96;14:40:00;23.213;16.161;263.98526;4;0.7209;1;0.0885;1;0.08;1;0.1935;1;3.31;1;6;0.41;0.02
18NA96022_326;CAST#1;46.1117;-60.5557;175688;5;22-sep-96;14:40:00;23.272;16.166;264.34254;4;1.2816;1;0.095;1;0.1;1;0.207;1;3.345;1;6;0.48;0.03
18NA96022_326;CAST#1;46.1117;-60.5557;175687;14;22-sep-96;14:40:00;23.341;16.057;NaN;9;1.2015;1;0.0935;1;0.2;1;0.22;1;3.475;1;0;0.91;0.06
18NA96022_326;CAST#1;46.1117;-60.5557;175686;209;22-sep-96;14:40:00;25.556;0.213;211.50976;4;NaN;9;0.1005;1;14.96;1;1.5005;1;29.56;1;6;9.97;0.51
18NA96022_339;CAST#1;46.1867;-60.4325;175695;5;22-sep-96;15:56:00;23.366;16.263;264.92312;4;1.2015;1;0.1395;1;0.175;1;0.223;1;3.305;1;6;0.78;0.05
18NA96022_339;CAST#1;46.1867;-60.4325;175694;25;22-sep-96;15:56:00;23.396;16.228;263.31536;4;0.6408;1;0.103;1;0.21;1;0.2335;1;3.155;1;6;0.90;0.07
18NA96022_339;CAST#1;46.1867;-60.4325;175693;50;22-sep-96;15:56:00;24.945;2.905;305.4744;4;2.0025;1;0.1075;1;5.18;1;0.7155;1;7.32;1;6;7.24;0.71
18NA96022_339;CAST#1;46.1867;-60.4325;175692;100;22-sep-96;15:56:00;25.392;0.426;276.31142;4;NaN;9;0.1005;1;10.21;1;1.118;1;16.39;2;2054;9.13;0.62
18NA96022_339;CAST#1;46.1867;-60.4325;175691;149;22-sep-96;15:56:00;25.548;0.219;215.08256;4;NaN;9;0.1045;1;14.835;1;1.55;1;29;2;2054;9.57;0.51
18NA96022_339;CAST#1;46.1867;-60.4325;175690;170;22-sep-96;15:56:00;25.554;0.213;212.04568;4;NaN;9;0.125;1;14.62;1;1.533;1;29.415;2;2054;9.54;0.50
18NA96022_003;CAST#1;46.2263;-60.3205;175697;1;22-sep-96;16:52:00;23.092;15.801;271.04154;4;2.2428;1;0.1055;1;0.285;1;0.213;1;4.36;1;6;1.34;0.07
18NA96022_003;CAST#1;46.2263;-60.3205;175696;5;22-sep-96;16:52:00;23.102;15.795;270.193;4;0.7209;1;0.0815;1;0.12;1;0.2035;1;4.03;1;6;0.59;0.03
18NA96022_014;CAST#1;46.2193;-60.3705;175699;5;22-sep-96;17:12:00;23.268;16.137;267.20078;4;0.4806;1;0.258;1;0.31;1;0.2085;1;3.38;1;6;1.49;0.09
18NA96022_014;CAST#1;46.2193;-60.3705;175698;15;22-sep-96;17:12:00;23.281;16.057;264.78914;4;0.801;1;0.184;1;0.22;1;0.2925;1;3.345;1;6;0.75;0.07
18NA96022_025;CAST#1;46.1785;-60.409;175702;1;22-sep-96;17:39:00;22.71;16.311;267.82602;4;0.5607;1;0.095;1;0.13;1;0.1985;1;5.295;1;6;0.65;0.02
18NA96022_025;CAST#1;46.1785;-60.409;175701;5;22-sep-96;17:39:00;23.194;16.188;266.93282;4;0.6408;1;0.21;1;0.26;1;0.197;1;3.76;1;6;1.32;0.07
18NA96022_025;CAST#1;46.1785;-60.409;175700;15;22-sep-96;17:39:00;22.539;15.2295;259.42994;4;0.4806;1;0.2475;1;0.3;1;0.2125;1;3.03;1;6;1.41;0.10
18NA96022_036;CAST#1;46.1445;-60.5003;175709;1;22-sep-96;18:20:00;23.396;16.144;267.82602;4;0.801;1;0.1435;1;0.19;1;0.176;1;3.2;1;6;1.08;0.06
18NA96022_036;CAST#1;46.1445;-60.5003;175708;5;22-sep-96;18:20:00;23.439;16.139;245.94262;4;0.4806;1;0.0935;1;0.1;1;0.1925;1;3.645;1;6;0.52;0.03
18NA96022_036;CAST#1;46.1445;-60.5003;175707;15;22-sep-96;18:20:00;23.445;16.056;266.8435;4;0.6408;1;0.1605;1;0.545;1;0.232;1;3.24;1;6;2.35;0.17
18NA96022_036;CAST#1;46.1445;-60.5003;175706;50;22-sep-96;18:20:00;25.013;2.447;311.5035;4;0;1;0.1475;1;5.52;1;0.6875;1;7.14;1;6;8.03;0.77
18NA96022_036;CAST#1;46.1445;-60.5003;175705;100;22-sep-96;18:20:00;25.386;0.424;267.82602;4;NaN;9;0.2195;1;10.355;1;1.08;1;16.67;2;2054;9.59;0.62
18NA96022_036;CAST#1;46.1445;-60.5003;175704;150;22-sep-96;18:20:00;25.537;0.229;218.29808;4;NaN;9;0.1595;1;14.39;1;1.508;1;27.53;2;2054;9.54;0.52
18NA96022_036;CAST#1;46.1445;-60.5003;175703;247;22-sep-96;18:20:00;25.56;0.209;210.1253;4;NaN;9;0.099;1;13.175;1;1.4345;1;27.085;2;2054;9.18;0.49
18NA96022_047;CAST#1;46.1333;-60.545;175711;1;22-sep-96;19:08:00;23.601;15.675;271.13086;4;0.4005;1;0.079;1;0.17;1;0.232;1;3.12;1;6;0.73;0.05
18NA96022_047;CAST#1;46.1333;-60.545;175710;7;22-sep-96;19:08:00;23.642;15.507;269.83572;4;0.5607;1;0.079;1;0.085;1;0.2355;1;3.315;1;6;0.36;0.03
18NA96022_058;CAST#1;46.1067;-60.7268;175714;1;23-sep-96;11:13:00;21.906;15.591;265.54836;4;0.6408;1;0.102;1;0.13;1;0.206;1;6.45;1;6;0.63;0.02
18NA96022_058;CAST#1;46.1067;-60.7268;175713;5;23-sep-96;11:13:00;23.264;15.81;260.8144;4;1.1214;1;0.154;1;0.2;1;0.2175;1;3.665;1;6;0.92;0.05
18NA96022_058;CAST#1;46.1067;-60.7268;175712;13;23-sep-96;11:13:00;23.939;15.631;243.66496;4;0.801;1;0.1885;1;0.68;1;0.3;1;4.06;1;6;2.27;0.17
18NA96022_069;CAST#1;46.1238;-60.7042;175717;1;23-sep-96;11:55:00;22.202;16.083;262.95808;4;0.801;1;0.0865;1;0.11;1;0.1445;1;5.475;1;6;0.76;0.02
18NA96022_069;CAST#1;46.1238;-60.7042;175716;5;23-sep-96;11:55:00;23.409;16.278;257.2416;4;0.801;1;0.0925;1;0.1;1;0.224;1;5.625;1;6;0.45;0.02
18NA96022_069;CAST#1;46.1238;-60.7042;175715;27;23-sep-96;11:55:00;24.043;6.446;16.65818;4;0.2403;1;0;1;18.5;1;1.1975;1;37.23;1;6;15.45;0.50
18NA96022_080;CAST#1;46.0897;-60.7245;175720;1;23-sep-96;12:46:00;22.023;15.841;260.45712;4;1.4418;1;0.113;1;0.67;1;0.2335;1;6.63;1;6;2.87;0.10
18NA96022_080;CAST#1;46.0897;-60.7245;175719;5;23-sep-96;12:46:00;23.245;15.91;258.98334;4;1.2015;1;0.095;1;0.14;1;0.2645;1;3.885;1;6;0.53;0.04
18NA96022_080;CAST#1;46.0897;-60.7245;175718;17;23-sep-96;12:46:00;23.985;14.861;250.18532;4;0.6408;1;0.3665;1;1.42;1;0.3725;1;4.33;1;6;3.81;0.33
18NA96022_091;CAST#1;46.0693;-60.8167;175723;1;23-sep-96;13:24:00;21.64;15.698;261.57362;4;2.0826;1;0.0905;1;0.185;1;0.251;1;7.71;1;6;0.74;0.02
18NA96022_091;CAST#1;46.0693;-60.8167;175722;5;23-sep-96;13:24:00;22.782;16.325;259.34062;4;2.0025;1;0.1325;1;0.415;1;0.1875;1;4.79;1;6;2.21;0.09
18NA96022_091;CAST#1;46.0693;-60.8167;175721;12;23-sep-96;13:24:00;24.052;14.434;250.18532;4;0;1;0.351;1;1.505;1;0.377;1;4.74;1;6;3.99;0.32
18NA96022_102;CAST#1;46.0445;-60.8448;175725;5;23-sep-96;13:54:00;23.108;16.33;241.65526;4;1.602;1;0.121;1;0.33;1;0.327;1;7;1;6;1.01;0.05
18NA96022_102;CAST#1;46.0445;-60.8448;175724;9;23-sep-96;13:54:00;24.018;15.651;225.57766;4;0.4005;1;0.4455;1;1.74;1;0.539;1;7.21;1;6;3.23;0.24
18NA96022_114;CAST#1;45.9717;-61.0202;175728;1;23-sep-96;15:46:00;20.038;15.552;268.80854;4;1.3617;1;0.0885;1;0.11;1;0.329;1;8.265;1;6;0.33;0.01
18NA96022_114;CAST#1;45.9717;-61.0202;175727;5;23-sep-96;15:46:00;20.08;15.639;264.87846;4;2.0025;1;0.0995;1;0.345;1;0.3605;1;8.02;1;6;0.96;0.04
18NA96022_114;CAST#1;45.9717;-61.0202;175726;27;23-sep-96;15:46:00;23.142;2.714;116.7859;4;0;1;0.2015;1;14.895;1;1.901;1;27.69;1;6;7.84;0.54
18NA96022_127;CAST#1;45.9462;-61.122;175735;1;23-sep-96;16:30:00;20.093;15.463;259.51926;4;1.2816;1;0.1405;1;0.48;1;0.377;1;8.74;1;6;1.27;0.05
18NA96022_127;CAST#1;45.9462;-61.122;175734;5;23-sep-96;16:30:00;20.467;15.761;256.43772;4;3.5244;1;0.128;1;0.46;1;0.4585;1;7.215;1;6;1.00;0.06
18NA96022_127;CAST#1;45.9462;-61.122;175733;10;23-sep-96;16:30:00;21.372;15.783;207.17774;4;0.6408;1;0.214;1;1.21;7;0.715;1;8.625;1;518;1.69;0.14
18NA96022_127;CAST#1;45.9462;-61.122;175732;15;23-sep-96;16:30:00;22.806;5.248;44.52602;4;0.4806;1;1.5575;1;11.89;7;2.2325;1;17.565;1;518;5.33;0.68
18NA96022_127;CAST#1;45.9462;-61.122;175731;20;23-sep-96;16:30:00;23.042;3.335;0.93786;1;NaN;9;0;1;0.565;7;5.685;4;38.465;1;518;NaN;0.01
18NA96022_127;CAST#1;45.9462;-61.122;175730;25;23-sep-96;16:30:00;23.049;3.164;0.98252;1;0;1;0;1;0;1;8.24;4;41.5;1;6;NaN;0.00
18NA96022_127;CAST#1;45.9462;-61.122;175729;39;23-sep-96;16:30:00;23.053;3.026;1.02718;1;NaN;9;0;1;0;1;10.24;4;52.73;1;6;NaN;0.00
18NA96022_138;CAST#1;46.0043;-60.965;175737;1;23-sep-96;17:49:00;21.251;15.537;259.2513;4;2.1627;1;0.1395;1;0.47;1;0.302;1;6.845;1;6;1.56;0.07
18NA96022_138;CAST#1;46.0043;-60.965;175736;7;23-sep-96;17:49:00;21.718;15.931;257.95616;4;2.2428;1;0.1405;1;0.52;1;0.291;1;7.67;1;6;1.79;0.07
18NA96022_149;CAST#1;46.0542;-60.896;175739;5;23-sep-96;18:23:00;22.994;16.402;258.3581;4;1.1214;1;0.146;1;0.47;1;0.2985;1;7.5;1;6;1.57;0.06
18NA96022_149;CAST#1;46.0542;-60.896;175738;9;23-sep-96;18:23:00;24.01;15.228;243.30768;4;0.9612;1;0.2775;1;1.2;1;0.359;1;5.76;1;6;3.34;0.21
18NA96022_160;CAST#1;46.0815;-60.8912;175741;3;23-sep-96;18:43:00;23.078;16.713;234.77762;4;3.0438;1;0.207;1;0.8;1;0.3765;1;7.515;1;6;2.12;0.11
18NA96022_160;CAST#1;46.0815;-60.8912;175740;6;23-sep-96;18:43:00;23.582;16.414;233.88442;4;0.8811;1;0.2555;1;0.975;1;0.426;1;6.415;1;6;2.29;0.15
18NA96022_171;CAST#1;46.0752;-60.8653;175743;5;23-sep-96;19:07:00;22.539;16.146;265.90564;4;2.5632;1;0.133;1;0.25;1;0.273;1;7.04;1;6;0.92;0.04
18NA96022_171;CAST#1;46.0752;-60.8653;175742;9;23-sep-96;19:07:00;23.887;16.014;242.5038;4;3.6045;1;0.228;1;1.01;1;0.3695;1;5.91;1;6;2.73;0.17
18NA96022_182;CAST#1;46.0942;-60.708;175745;5;24-sep-96;11:14:00;23.674;15.671;253.6688;4;0.4005;1;0.1925;1;0.6;1;0.277;1;4.505;1;6;2.17;0.13
18NA96022_182;CAST#1;46.0942;-60.708;175744;14;24-sep-96;11:14:00;23.911;15.943;251.07852;4;0.0801;1;0.168;1;0.37;1;0.2565;1;3.865;1;6;1.44;0.10
18NA96022_193;CAST#1;46.0853;-60.6868;175750;1;24-sep-96;11:31:00;23.229;15.357;259.20664;4;0.4005;1;0.13;1;0.21;1;0.2715;1;4.375;1;6;0.77;0.05
18NA96022_193;CAST#1;46.0853;-60.6868;175749;7;24-sep-96;11:31:00;23.611;15.656;239.02032;4;0.9612;1;0.1495;1;0.29;1;0.232;1;4.38;1;6;1.25;0.07
18NA96022_193;CAST#1;46.0853;-60.6868;175748;25;24-sep-96;11:31:00;24.448;15.596;246.88048;4;0.0801;1;0.209;1;0.74;1;0.288;1;4.76;1;6;2.57;0.16
18NA96022_193;CAST#1;46.0853;-60.6868;175747;50;24-sep-96;11:31:00;25.035;6.608;271.71144;4;NaN;9;0.1375;1;5.39;1;0.61;1;8.58;1;6;8.84;0.63
18NA96022_193;CAST#1;46.0853;-60.6868;175746;87;24-sep-96;11:31:00;25.419;4.42;220.21846;4;NaN;9;0.1995;1;10.9;1;1.392;1;19.12;1;6;7.83;0.57
18NA96022_204;CAST#1;46.0808;-60.6782;175752;5;24-sep-96;11:52:00;23.095;15.217;264.07458;4;1.1214;1;0.127;1;0.13;1;0.207;1;3.975;1;6;0.63;0.03
18NA96022_204;CAST#1;46.0808;-60.6782;175751;17;24-sep-96;11:52:00;23.517;15.527;256.25908;4;0.3204;1;0.14;1;0.265;1;0.2365;1;4.17;1;6;1.12;0.06
18NA96022_215;CAST#1;46.1342;-60.6052;175754;2;24-sep-96;12:26:00;24.303;15.659;252.41832;4;0.8811;1;0.122;1;0.27;1;0.248;1;4.545;1;6;1.09;0.06
18NA96022_215;CAST#1;46.1342;-60.6052;175753;27;24-sep-96;12:26:00;25.448;16.121;245.13874;4;0.801;1;0.141;1;0.45;1;0.3185;1;4.17;1;6;1.41;0.11
18NA96022_226;CAST#1;46.212;-60.5177;175757;9;24-sep-96;13:11:00;25.435;15.708;253.40084;4;0.6408;1;0.191;1;0.27;1;0.276;1;3.65;1;6;0.98;0.07
18NA96022_226;CAST#1;46.212;-60.5177;175756;32;24-sep-96;13:11:00;26.3;14.847;256.75034;4;0.9612;1;0.1665;1;0.46;1;0.266;1;3.13;1;6;1.73;0.15
18NA96022_226;CAST#1;46.212;-60.5177;175755;72;24-sep-96;13:11:00;27.189;14.169;259.4746;4;NaN;9;0.155;1;0.6;1;0.379;1;3.395;1;6;1.58;0.18
18NA96022_237;CAST#1;46.2423;-60.4855;175760;1;24-sep-96;13:39:00;26.33;14.716;257.55422;4;1.5219;1;0.153;1;0.36;1;0.288;1;3.64;1;6;1.25;0.10
18NA96022_237;CAST#1;46.2423;-60.4855;175759;7;24-sep-96;13:39:00;27.183;14.128;262.77944;4;0.3204;1;0.1555;1;0.63;1;0.3715;1;3.315;1;6;1.70;0.19
18NA96022_237;CAST#1;46.2423;-60.4855;175758;27;24-sep-96;13:39:00;28.484;13.102;265.14642;4;0.9612;1;0.152;1;0.76;1;0.4265;1;3.085;1;6;1.78;0.25
18NA96022_239;CAST#1;46.289;-60.4168;175762;1;24-sep-96;14:08:00;28.461;12.983;269.38912;4;0.3204;1;0.2085;1;0.69;1;0.378;1;3.195;1;6;1.83;0.22
18NA96022_239;CAST#1;46.289;-60.4168;175761;7;24-sep-96;14:08:00;28.563;12.91;270.05902;4;0.4806;1;0.1855;1;0.67;1;0.445;1;3.1;1;6;1.51;0.22
18NA96022_243;CAST#1;46.236;-60.5;175765;1;24-sep-96;15:04:00;25.47;15.598;256.08044;4;0.6408;1;0.17;1;0.29;1;0.295;1;3.73;1;6;0.98;0.08
18NA96022_243;CAST#1;46.236;-60.5;175764;5;24-sep-96;15:04:00;25.861;15.288;293.46086;4;0.9612;1;0.1665;1;0.33;1;0.3155;1;3.75;1;6;1.05;0.09
18NA96022_243;CAST#1;46.236;-60.5;175763;14;24-sep-96;15:04:00;26.588;14.768;219.41458;4;0.7209;1;0.2005;1;0.565;1;0.3945;1;4.375;1;6;1.43;0.13
18NA96022_244;CAST#1;46.1837;-60.5648;175768;1;24-sep-96;16:25:00;24.542;15.989;254.74064;4;0.801;1;0.1645;1;0.29;1;0.2555;1;4.1;1;6;1.14;0.07
18NA96022_244;CAST#1;46.1837;-60.5648;175767;15;24-sep-96;16:25:00;25.315;15.74;235.26888;4;0.4005;1;0.1715;1;0.33;1;0.4135;1;4.185;1;6;0.80;0.08
18NA96022_244;CAST#1;46.1837;-60.5648;175766;36;24-sep-96;16:25:00;26.569;14.733;256.08044;4;0.7209;1;0.2395;1;0.55;1;0.3965;1;3.74;1;6;1.39;0.15
18NA96022_247;CAST#1;46.035;-60.7297;175774;7;24-sep-96;17:53:00;22.806;15.189;270.23766;4;0.7209;1;0.0955;1;0.045;1;0.2545;1;4.23;1;6;0.18;0.01
18NA96022_247;CAST#1;46.035;-60.7297;175773;40;24-sep-96;17:53:00;25.062;6.734;274.2124;4;0.2403;1;0.1235;1;5.1;1;0.644;1;8.085;1;6;7.92;0.63
18NA96022_247;CAST#1;46.035;-60.7297;175772;75;24-sep-96;17:53:00;25.456;2.533;307.30546;4;NaN;9;0.1275;1;6.16;1;0.704;1;8.285;1;6;8.75;0.74
18NA96022_247;CAST#1;46.035;-60.7297;175771;100;24-sep-96;17:53:00;25.579;0.707;326.018;4;NaN;9;0.124;1;6.775;1;0.7865;1;9.755;1;6;8.61;0.69
18NA96022_247;CAST#1;46.035;-60.7297;175770;150;24-sep-96;17:53:00;25.605;0.435;327.22382;4;NaN;9;0.118;1;6.89;1;0.7925;1;9.885;1;6;8.69;0.70
18NA96022_247;CAST#1;46.035;-60.7297;175769;177;24-sep-96;17:53:00;25.612;0.405;325.88402;4;NaN;9;0.343;1;7.025;1;0.8435;1;10.2;1;6;8.33;0.69
18NA96022_253;CAST#1;45.9847;-60.7678;175776;2;24-sep-96;18:45:00;22.707;14.82;266.88816;4;1.1214;1;0.154;1;0.42;1;0.242;1;4.36;1;6;1.74;0.10
18NA96022_253;CAST#1;45.9847;-60.7678;175775;20;24-sep-96;18:45:00;23.195;13.97;260.01052;4;0.7209;1;0.2055;1;1.03;1;0.3095;1;4.275;1;6;3.33;0.24
18NA96022_257;CAST#1;45.9542;-60.8037;175778;7;25-sep-96;11:06:00;22.211;13.867;268.1833;4;0.6408;7;0.173;1;0.31;1;0.222;1;3.86;1;38;1.40;0.08
18NA96022_257;CAST#1;45.9542;-60.8037;175777;25;25-sep-96;11:06:00;22.337;13.903;265.68234;4;0.6408;7;0.1855;1;0.51;1;0.2465;1;4.29;1;38;2.07;0.12
18NA96022_261;CAST#1;45.894;-60.9085;175780;5;25-sep-96;11:53:00;21.689;13.968;273.18522;4;1.3617;1;0.125;1;0.055;1;0.2045;1;4.63;1;6;0.27;0.01
18NA96022_261;CAST#1;45.894;-60.9085;175779;15;25-sep-96;11:53:00;22.485;13.853;257.4649;4;0.8811;1;0.327;1;1.185;1;0.3245;1;4.795;1;6;3.65;0.25
18NA96022_263;CAST#1;45.9167;-60.962;175783;1;25-sep-96;12:22:00;19.977;13.876;266.1736;4;1.2816;1;0.2415;1;0.67;1;0.191;1;7.695;1;6;3.51;0.09
18NA96022_263;CAST#1;45.9167;-60.962;175782;5;25-sep-96;12:22:00;21.897;13.831;267.55806;4;1.2015;1;0.1505;1;0.4;1;0.2035;1;4.46;1;6;1.97;0.09
18NA96022_263;CAST#1;45.9167;-60.962;175781;10;25-sep-96;12:22:00;21.993;13.688;260.1445;4;0.7209;1;0.273;1;0.76;1;0.3135;1;4.785;1;6;2.42;0.16
18NA96022_265;CAST#1;45.8738;-61.0717;175785;1;25-sep-96;13:14:00;14.958;14.097;272.426;4;0.4806;1;0.6705;1;1.805;1;0.2125;1;12.97;1;6;8.49;0.14
18NA96022_265;CAST#1;45.8738;-61.0717;175784;5;25-sep-96;13:14:00;21.416;15.805;221.5136;4;0.7209;1;0.3125;1;1.19;1;0.382;1;12.785;1;6;3.12;0.09
18NA96022_275;CAST#1;45.8962;-60.9995;175787;1;25-sep-96;13:44:00;11.797;12.227;289.70942;4;1.0413;1;0.259;1;1.49;1;0.18;1;15.21;1;6;8.28;0.10
18NA96022_275;CAST#1;45.8962;-60.9995;175786;4;25-sep-96;13:44:00;20.357;15.396;244.69214;4;3.3642;1;0.242;1;1.07;1;0.3205;1;12.49;1;6;3.34;0.09
18NA96022_276;CAST#1;45.9033;-61.0537;175789;1;25-sep-96;14:20:00;14.727;13.862;277.02598;4;2.8836;1;0.229;1;1.12;1;0.219;1;14.64;1;6;5.11;0.08
18NA96022_276;CAST#1;45.9033;-61.0537;175788;5;25-sep-96;14:20:00;21.943;14.957;213.16218;4;0.4005;1;0.2975;1;0.99;1;0.3815;1;7.85;1;6;2.60;0.13
18NA96022_277;CAST#1;45.785;-61.0085;175793;1;25-sep-96;16:17:00;21.459;14.674;274.97162;4;0.6408;1;0.0625;1;0.11;1;0.1515;1;3.15;1;6;0.73;0.03
18NA96022_277;CAST#1;45.785;-61.0085;175792;5;25-sep-96;16:17:00;21.483;14.619;272.82794;4;1.4418;1;0.071;1;0.14;1;0.174;1;3.225;1;6;0.80;0.04
18NA96022_277;CAST#1;45.785;-61.0085;175791;15;25-sep-96;16:17:00;21.565;14.431;267.7367;4;0.6408;1;0.104;1;0.295;1;0.1775;1;3.355;1;6;1.66;0.09
18NA96022_277;CAST#1;45.785;-61.0085;175790;56;25-sep-96;16:17:00;22.328;7.349;232.14268;4;NaN;9;0.083;1;5.145;1;0.831;1;12.01;1;6;6.19;0.43
18NA96022_278;CAST#1;45.7817;-61.0852;175796;1;25-sep-96;16:52:00;21.108;14.87;275.68618;4;0.801;1;0.0675;1;0.12;1;0.1495;1;3.71;1;6;0.80;0.03
18NA96022_278;CAST#1;45.7817;-61.0852;175795;5;25-sep-96;16:52:00;21.381;14.903;273.05124;4;0.8811;1;0.1395;1;0.19;1;0.151;1;3.475;1;6;1.26;0.05
18NA96022_278;CAST#1;45.7817;-61.0852;175794;40;25-sep-96;16:52:00;22.017;6.177;208.91948;4;NaN;9;0.133;1;5.8;1;0.9075;1;15.335;1;6;6.39;0.38
18NA96022_279;CAST#1;45.7287;-61.098;175799;1;25-sep-96;17:24:00;NaN;NaN;273.58716;4;1.5219;1;0.064;1;0.13;1;0.156;1;3.27;1;6;0.83;0.04
18NA96022_279;CAST#1;45.7287;-61.098;175798;5;25-sep-96;17:24:00;21.441;14.789;273.85512;4;0.9612;1;0.097;1;0.24;1;0.178;1;3.2;1;6;1.35;0.07
18NA96022_279;CAST#1;45.7287;-61.098;175797;25;25-sep-96;17:24:00;22.005;9.25;225.84562;4;0.6408;1;0.17;1;4.1;1;0.617;1;9.79;2;2054;6.65;0.42
18NA96022_280;CAST#1;45.8032;-60.912;175802;5;25-sep-96;18:28:00;21.686;14.516;274.659;4;1.2816;1;0.0645;1;0.16;1;0.156;1;2.935;1;6;1.03;0.05
18NA96022_280;CAST#1;45.8032;-60.912;175801;25;25-sep-96;18:28:00;22.223;10.319;261.43964;4;0.3204;1;0.155;1;2.13;1;0.394;1;5.085;1;6;5.41;0.42
18NA96022_280;CAST#1;45.8032;-60.912;175800;40;25-sep-96;18:28:00;22.374;7.404;270.193;4;0.1602;1;0.107;1;2.9;1;0.4765;1;6.055;1;6;6.09;0.48
18NA96022_281;CAST#1;45.819;-60.8527;175807;5;25-sep-96;18:53:00;21.8;14.598;276.93666;4;0.801;1;0.0615;1;0.16;1;0.1755;1;2.84;1;6;0.91;0.06
18NA96022_281;CAST#1;45.819;-60.8527;175806;15;25-sep-96;18:53:00;21.815;14.394;272.55998;4;1.602;1;0.093;1;0.295;1;0.1795;1;2.635;1;6;1.64;0.11
18NA96022_281;CAST#1;45.819;-60.8527;175805;50;25-sep-96;18:53:00;22.485;5.531;255.94646;4;NaN;9;0.084;1;3.42;1;0.546;1;7.42;1;6;6.26;0.46
18NA96022_281;CAST#1;45.819;-60.8527;175804;99;25-sep-96;18:53:00;22.543;4.564;278.85704;4;NaN;9;0.084;1;4.125;1;0.618;1;8.655;1;6;6.67;0.48
