CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96013_304;CAST#1;46.2275;-60.3217;158714;4;07-jul-96;15:30:00;22.186;18.159;267.37942;4;NaN;9;0.0965;1;0;1;0.19;1;1.985;1;6;0.00;0.00
18NA96013_304;CAST#1;46.2275;-60.3217;158713;7;07-jul-96;15:30:00;22.184;18.086;267.33476;4;NaN;9;0.101;1;0.01;1;0.234;1;2.07;1;6;0.04;0.00
18NA96013_315;CAST#1;46.1785;-60.4088;158718;1;07-jul-96;16:10:00;22.076;17.711;270.59494;4;NaN;9;0.096;1;0;1;0.1925;1;1.755;1;6;0.00;0.00
18NA96013_315;CAST#1;46.1785;-60.4088;158717;5;07-jul-96;16:10:00;22.081;17.617;271.39882;4;NaN;9;0.102;1;0.01;1;0.2225;1;2.125;1;6;0.04;0.00
18NA96013_315;CAST#1;46.1785;-60.4088;158716;15;07-jul-96;16:10:00;22.962;12.589;279.16966;4;NaN;9;0.0995;1;0.02;1;0.223;1;2.25;1;6;0.09;0.01
18NA96013_326;CAST#1;46.1852;-60.4348;158723;5;07-jul-96;16:39:00;22.156;17.237;272.51532;4;NaN;9;0.101;1;0.04;1;0.178;1;2.015;1;6;0.22;0.02
18NA96013_326;CAST#1;46.1852;-60.4348;158722;25;07-jul-96;16:39:00;24.779;2.94;332.00244;4;NaN;9;0.1365;1;3.29;1;0.5645;1;5.075;1;6;5.83;0.65
18NA96013_326;CAST#1;46.1852;-60.4348;158721;50;07-jul-96;16:39:00;25.099;1.033;323.38306;4;NaN;9;0.116;1;6.12;1;0.742;1;8.875;1;6;8.25;0.69
18NA96013_326;CAST#1;46.1852;-60.4348;158720;100;07-jul-96;16:39:00;25.439;0.319;261.52896;4;NaN;9;0.111;1;11.11;1;1.162;1;17.415;1;6;9.56;0.64
18NA96013_326;CAST#1;46.1852;-60.4348;158719;175;07-jul-96;16:39:00;25.562;0.202;213.65344;4;NaN;9;0.115;1;14.76;1;1.5005;1;25.845;1;6;9.84;0.57
18NA96013_339;CAST#2;46.1447;-60.5005;158730;1;07-jul-96;17:23:00;22.188;17.245;273.3192;4;NaN;9;0.092;1;0.01;1;0.1735;1;1.895;1;6;0.06;0.01
18NA96013_339;CAST#2;46.1447;-60.5005;158729;5;07-jul-96;17:23:00;22.19;17.131;273.7658;4;NaN;9;0.0985;1;0.01;1;0.182;1;2.015;1;6;0.05;0.00
18NA96013_339;CAST#2;46.1447;-60.5005;158728;15;07-jul-96;17:23:00;23.555;10.88;302.48218;4;NaN;9;0.097;1;0.03;1;0.2005;1;2.17;1;6;0.15;0.01
18NA96013_339;CAST#1;46.1447;-60.5005;158727;50;07-jul-96;17:23:00;25.086;1.87;326.19664;4;NaN;9;0.1165;1;5.15;1;0.636;1;7.17;1;6;8.10;0.72
18NA96013_339;CAST#1;46.1447;-60.5005;158726;100;07-jul-96;17:23:00;25.43;0.326;266.70952;4;NaN;9;0.1125;1;11.155;1;1.1045;1;16.62;1;6;10.10;0.67
18NA96013_339;CAST#1;46.1447;-60.5005;158725;150;07-jul-96;17:23:00;25.556;0.208;NaN;9;NaN;9;0.112;1;14.065;1;1.4815;1;25.385;1;0;9.49;0.55
18NA96013_339;CAST#1;46.1447;-60.5005;158724;257;07-jul-96;17:23:00;25.576;0.192;210.97384;4;NaN;9;0.1095;1;14.9;1;1.5685;1;27.32;1;6;9.50;0.55
18NA96013_003;CAST#1;46.1327;-60.5453;158732;3;07-jul-96;18:13:00;22.309;16.803;276.13278;4;NaN;9;0.0885;1;0;1;0.1915;1;2.13;1;6;0.00;0.00
18NA96013_003;CAST#1;46.1327;-60.5453;158731;7;07-jul-96;18:13:00;22.448;15.678;279.97354;4;NaN;9;0.0875;1;0.06;1;0.198;1;2.145;1;6;0.30;0.03
18NA96013_014;CAST#1;46.036;-60.7258;158737;9;07-jul-96;19:31:00;22.878;14.455;297.07832;4;NaN;9;0.077;1;0.06;1;0.179;1;1.915;1;6;0.34;0.03
18NA96013_014;CAST#1;46.036;-60.7258;158736;42;07-jul-96;19:31:00;25.299;5.692;311.9501;4;NaN;9;0.306;1;3.12;1;0.5115;1;5.26;1;6;6.10;0.59
18NA96013_014;CAST#1;46.036;-60.7258;158735;72;07-jul-96;19:31:00;25.597;0.294;348.39266;4;NaN;9;0.096;1;5.16;1;0.68;1;7.105;1;6;7.59;0.73
18NA96013_014;CAST#1;46.036;-60.7258;158734;97;07-jul-96;19:31:00;25.639;0.057;346.87422;4;NaN;9;0.1045;1;5.67;1;0.7355;1;8.165;1;6;7.71;0.69
18NA96013_014;CAST#1;46.036;-60.7258;158733;172;07-jul-96;19:31:00;25.652;0.021;346.02568;4;NaN;9;0.117;1;5.13;1;0.7625;1;7.745;1;6;6.73;0.66
18NA96013_025;CAST#1;45.9845;-60.767;158739;7;07-jul-96;20:12:00;22.872;13.973;289.97738;4;NaN;9;0.0775;1;0;1;0.1645;1;1.605;1;6;0.00;0.00
18NA96013_025;CAST#1;45.9845;-60.767;158738;25;07-jul-96;20:12:00;25.165;6.42;310.43166;4;NaN;9;0.253;1;2.12;1;0.49;1;4.2;1;6;4.33;0.50
18NA96013_036;CAST#1;45.9525;-60.8045;158741;7;08-jul-96;11:18:00;22.406;14.974;284.75216;4;0.3204;1;0.0695;1;0.01;1;0.179;1;1.435;1;6;0.06;0.01
18NA96013_036;CAST#1;45.9525;-60.8045;158740;25;08-jul-96;11:18:00;24.294;10.391;296.81036;4;0.4806;1;0.214;1;0.63;1;0.3695;1;3.215;1;6;1.71;0.20
18NA96013_047;CAST#1;45.9217;-60.8277;158745;1;08-jul-96;11:42:00;21.462;16.257;280.77742;4;0.3204;1;0.064;1;0;1;0.116;1;0.93;1;6;0.00;0.00
18NA96013_047;CAST#1;45.9217;-60.8277;158744;5;08-jul-96;11:42:00;21.464;16.15;281.5813;4;NaN;9;0.078;1;0;1;0.1005;1;0.995;1;6;0.00;0.00
18NA96013_047;CAST#1;45.9217;-60.8277;158743;30;08-jul-96;11:42:00;24.138;9.625;300.5618;4;NaN;9;0.3145;1;0.85;1;0.353;1;3.555;1;6;2.41;0.24
18NA96013_047;CAST#1;45.9217;-60.8277;158742;53;08-jul-96;11:42:00;24.219;8.012;301.85694;4;NaN;9;0.4535;1;1.455;1;0.4705;1;4.825;1;6;3.09;0.30
18NA96013_058;CAST#1;45.8933;-60.9082;158747;5;08-jul-96;12:18:00;21.512;16.395;276.98132;4;NaN;9;0.0595;1;0;7;0.1065;1;1.025;1;38;0.00;0.00
18NA96013_058;CAST#1;45.8933;-60.9082;158746;15;08-jul-96;12:18:00;23.083;12.508;293.28222;4;NaN;9;0.0695;1;0;7;0.2175;1;1.965;1;38;0.00;0.00
18NA96013_069;CAST#1;45.8733;-61.071;158749;1;08-jul-96;13:43:00;20.161;19.076;295.33658;4;0.4806;1;0.07;1;0.115;1;0.2005;1;1.37;1;6;0.57;0.08
18NA96013_069;CAST#1;45.8733;-61.071;158748;4;08-jul-96;13:43:00;21.272;16.456;273.94444;4;0.4005;1;0.0615;1;0;1;0.1115;1;1.91;1;6;0.00;0.00
18NA96013_080;CAST#1;45.8895;-60.9992;158751;1;08-jul-96;14:10:00;20.302;19.495;278.63374;4;0.3204;1;0.075;1;0.065;1;0.152;1;1.19;1;6;0.43;0.05
18NA96013_080;CAST#1;45.8895;-60.9992;158750;4;08-jul-96;14:10:00;20.399;18.76;277.91918;4;NaN;9;0.0735;1;0.08;1;0.1455;1;1.14;1;6;0.55;0.07
18NA96013_091;CAST#1;45.9032;-61.0558;158753;1;08-jul-96;15:16:00;20.39;19.527;267.42408;4;0.3204;1;0.07;1;0.055;1;0.1535;1;1.31;1;6;0.36;0.04
18NA96013_091;CAST#1;45.9032;-61.0558;158752;7;08-jul-96;15:16:00;21.774;13.774;307.39478;4;0.4806;1;0.0745;1;0.05;1;0.3025;1;1.735;1;6;0.17;0.03
18NA96013_102;CAST#1;45.916;-60.9632;158756;1;08-jul-96;15:59:00;21.319;17.341;277.87452;4;0.2403;1;0.0725;1;0.04;1;0.157;1;1.16;1;6;0.25;0.03
18NA96013_102;CAST#1;45.916;-60.9632;158755;5;08-jul-96;15:59:00;21.739;15.646;288.68224;4;0.4005;1;0.0705;1;0.045;1;0.187;1;1.16;1;6;0.24;0.04
18NA96013_102;CAST#1;45.916;-60.9632;158754;11;08-jul-96;15:59:00;21.979;13.883;292.92494;4;0.5607;1;0.0745;1;0.05;1;0.2305;1;1.49;1;6;0.22;0.03
18NA96013_114;CAST#1;45.7857;-61.0115;158760;2;08-jul-96;17:17:00;21.612;15.903;287.07448;4;0.1602;1;0.077;1;0.03;1;0.162;1;1.115;1;6;0.19;0.03
18NA96013_114;CAST#1;45.7857;-61.0115;158759;6;08-jul-96;17:17:00;21.562;15.583;287.20846;4;0.2403;1;0.075;1;0.025;1;0.168;1;1.1;1;6;0.15;0.02
18NA96013_114;CAST#1;45.7857;-61.0115;158758;16;08-jul-96;17:17:00;21.876;6.296;326.82188;4;1.1214;1;0.08;1;0.02;1;0.2515;1;1.875;1;6;0.08;0.01
18NA96013_114;CAST#1;45.7857;-61.0115;158757;62;08-jul-96;17:17:00;22.047;5.134;305.921;4;NaN;9;0.2115;1;0.25;1;0.392;1;4.15;1;6;0.64;0.06
18NA96013_127;CAST#1;45.7287;-61.0955;158763;1;08-jul-96;17:59:00;21.519;15.989;291.09388;4;0.2403;1;0.0725;1;0.015;1;0.1625;1;1.17;1;6;0.09;0.01
18NA96013_127;CAST#1;45.7287;-61.0955;158762;5;08-jul-96;17:59:00;21.535;15.003;291.67446;4;0.2403;1;0.0765;1;0.02;1;0.1595;1;1.17;1;6;0.13;0.02
18NA96013_127;CAST#1;45.7287;-61.0955;158761;25;08-jul-96;17:59:00;21.715;4.127;286.40458;4;0.7209;1;0.0845;1;0.025;1;0.389;1;5.725;1;6;0.06;0.00
18NA96013_138;CAST#1;45.7843;-61.0817;158766;1;08-jul-96;18:33:00;21.537;15.973;294.66668;4;0.0801;1;0.0715;1;0;1;0.164;1;1.155;1;6;0.00;0.00
18NA96013_138;CAST#1;45.7843;-61.0817;158765;5;08-jul-96;18:33:00;21.671;14.569;298.23948;4;0.1602;1;0.074;1;0.025;1;0.1885;1;1.255;1;6;0.13;0.02
18NA96013_138;CAST#1;45.7843;-61.0817;158764;22;08-jul-96;18:33:00;21.746;4.777;313.7365;4;NaN;9;0.0755;1;0.02;1;0.318;1;3.215;1;6;0.06;0.01
18NA96013_149;CAST#1;45.8037;-60.9128;158769;5;08-jul-96;19:26:00;21.538;16.035;283.45702;4;0;1;0.0705;1;0;1;0.14;1;1.03;1;6;0.00;0.00
18NA96013_149;CAST#1;45.8037;-60.9128;158768;25;08-jul-96;19:26:00;22.301;6.099;321.15006;4;NaN;9;0.1805;1;0.17;1;0.2945;1;2.18;1;6;0.58;0.08
18NA96013_149;CAST#1;45.8037;-60.9128;158767;42;08-jul-96;19:26:00;22.449;6.303;315.03164;4;NaN;9;0.278;1;0.42;1;0.341;1;2.905;1;6;1.23;0.14
18NA96013_182;CAST#1;46.0153;-60.7457;158775;1;09-jul-96;11:54:00;22.252;15.609;280.2415;4;0.3204;1;0.0665;1;0.34;1;0.188;1;1.595;1;6;1.81;0.21
18NA96013_182;CAST#1;46.0153;-60.7457;158774;7;09-jul-96;11:54:00;22.761;14.498;283.85896;4;0.3204;1;0.1045;1;0.08;1;0.1865;1;1.595;1;6;0.43;0.05
18NA96013_182;CAST#1;46.0153;-60.7457;158773;40;09-jul-96;11:54:00;25.228;5.275;314.98698;4;0;1;0.1295;1;3.13;1;0.564;1;5.065;1;6;5.55;0.62
18NA96013_182;CAST#1;46.0153;-60.7457;158772;75;09-jul-96;11:54:00;25.497;1.048;341.60434;4;NaN;9;0.0905;1;4.86;1;0.67;1;6.635;1;6;7.25;0.73
18NA96013_182;CAST#1;46.0153;-60.7457;158771;100;09-jul-96;11:54:00;25.614;0.191;347.09752;4;NaN;9;0.094;1;5.53;1;0.726;1;7.685;1;6;7.62;0.72
18NA96013_182;CAST#1;46.0153;-60.7457;158770;162;09-jul-96;11:54:00;25.644;0.046;346.47228;4;NaN;9;0.0945;1;5.765;1;0.7665;1;8.1;1;6;7.52;0.71
18NA96013_193;CAST#1;46.0252;-60.764;158777;7;09-jul-96;12:29:00;22.792;14.805;283.45702;4;0.2403;1;0.074;1;0.16;1;0.189;1;1.66;1;6;0.85;0.10
18NA96013_193;CAST#1;46.0252;-60.764;158776;18;09-jul-96;12:29:00;25.341;10.913;289.44146;4;0.5607;1;0.2145;1;0.875;1;0.4205;1;3.175;1;6;2.08;0.28
18NA96013_204;CAST#1;46.0813;-60.6778;158779;5;09-jul-96;13:03:00;22.29;16.196;276.40074;4;0.1602;1;0.0585;1;0.1;1;0.181;1;1.635;1;6;0.55;0.06
18NA96013_204;CAST#1;46.0813;-60.6778;158778;10;09-jul-96;13:03:00;22.775;15.342;283.45702;4;0.4005;1;0.0635;1;0.01;1;0.1955;1;1.81;1;6;0.05;0.01
18NA96013_215;CAST#1;46.0867;-60.6853;158784;1;09-jul-96;13:19:00;22.095;16.429;275.68618;4;0.2403;1;0.0585;1;0.19;1;0.1875;1;2.15;1;6;1.01;0.09
18NA96013_215;CAST#1;46.0867;-60.6853;158783;4;09-jul-96;13:19:00;22.309;16.043;275.59686;4;0.4005;1;0.0585;1;0.19;1;0.17;1;2.13;1;6;1.12;0.09
18NA96013_215;CAST#1;46.0867;-60.6853;158782;22;09-jul-96;13:19:00;25.338;7.986;289.57544;4;0.5607;1;0.232;1;1.265;1;0.4345;1;3.46;1;6;2.91;0.37
18NA96013_215;CAST#1;46.0867;-60.6853;158781;47;09-jul-96;13:19:00;25.387;6.251;308.28798;4;NaN;9;0.3195;1;3.11;1;0.5615;1;5.32;1;6;5.54;0.58
18NA96013_215;CAST#1;46.0867;-60.6853;158780;84;09-jul-96;13:19:00;26.085;1.414;294.9793;4;NaN;9;0.343;1;1.53;1;1.3215;1;10.25;1;6;1.16;0.15
18NA96013_226;CAST#1;46.0957;-60.7045;158786;5;09-jul-96;13:40:00;22.232;15.878;279.08034;4;0.4005;7;0.06;1;0.21;1;0.17;1;1.97;1;38;1.24;0.11
18NA96013_226;CAST#1;46.0957;-60.7045;158785;10;09-jul-96;13:40:00;23.99;14.77;283.94828;4;0.4005;7;0.051;1;0.03;1;0.199;1;1.77;1;38;0.15;0.02
18NA96013_237;CAST#1;46.1825;-60.5647;158790;1;09-jul-96;14:32:00;22.473;15.906;278.18714;4;0.4005;1;0.0565;1;0.19;1;0.156;1;1.925;1;6;1.22;0.10
18NA96013_237;CAST#1;46.1825;-60.5647;158789;5;09-jul-96;14:32:00;23.753;15.257;279.21432;4;0.5607;1;0.056;1;0.13;1;0.2115;1;2.07;1;6;0.61;0.06
18NA96013_237;CAST#1;46.1825;-60.5647;158788;17;09-jul-96;14:32:00;26.104;13.905;282.51916;4;0.1602;1;0.073;1;0.095;1;0.3415;1;1.935;1;6;0.28;0.05
18NA96013_237;CAST#1;46.1825;-60.5647;158787;47;09-jul-96;14:32:00;26.651;13.493;282.56382;4;NaN;9;0.076;1;0.15;1;0.3735;1;2.065;1;6;0.40;0.07
18NA96013_239;CAST#1;46.2897;-60.418;158793;1;09-jul-96;15:39:00;25.424;14.611;283.99294;4;1.8423;1;0.06;1;0.285;1;0.3385;1;1.6;1;6;0.84;0.18
18NA96013_239;CAST#1;46.2897;-60.418;158792;7;09-jul-96;15:39:00;25.732;14.477;284.61818;4;0.4806;1;0.057;1;0.075;1;0.2805;1;1.515;1;6;0.27;0.05
18NA96013_239;CAST#1;46.2897;-60.418;158791;14;09-jul-96;15:39:00;26.702;13.976;286.35992;4;0.9612;1;0.063;1;0.04;1;0.307;1;1.285;1;6;0.13;0.03
18NA96013_243;CAST#1;46.2437;-60.485;158796;1;09-jul-96;16:15:00;24.285;14.959;281.67062;4;0.9612;1;0.058;1;0.23;1;0.213;1;1.83;1;6;1.08;0.13
18NA96013_243;CAST#1;46.2437;-60.485;158795;6;09-jul-96;16:15:00;25.831;14.405;283.85896;4;0.3204;1;0.059;1;0.1;1;0.281;1;1.58;1;6;0.36;0.06
18NA96013_243;CAST#1;46.2437;-60.485;158794;20;09-jul-96;16:15:00;28.359;12.992;288.68224;4;0.5607;1;0.0655;1;0.045;1;0.3655;1;0.99;1;6;0.12;0.05
18NA96013_244;CAST#1;46.235;-60.5113;158799;1;09-jul-96;17:05:00;23.549;15.432;280.37548;4;1.2015;1;0.1055;1;0.31;1;0.176;1;1.81;1;6;1.76;0.17
18NA96013_244;CAST#1;46.235;-60.5113;158798;5;09-jul-96;17:05:00;24.002;15.313;276.84734;4;0.7209;1;0.0965;1;0.34;1;0.1705;1;1.705;1;6;1.99;0.20
18NA96013_244;CAST#1;46.235;-60.5113;158797;18;09-jul-96;17:05:00;26.199;14.092;275.95414;4;0.4806;1;0.1145;1;0.29;1;0.3615;1;2.06;1;6;0.80;0.14
18NA96013_247;CAST#1;46.213;-60.5163;158802;1;09-jul-96;18:07:00;22.086;15.932;277.1153;4;0.6408;1;0.1055;1;0.53;1;0.114;1;1.825;1;6;4.65;0.29
18NA96013_247;CAST#1;46.213;-60.5163;158801;29;09-jul-96;18:07:00;26.482;14.027;285.91332;4;0.2403;1;0.126;1;0.165;1;0.2525;1;1.38;1;6;0.65;0.12
18NA96013_247;CAST#1;46.213;-60.5163;158800;71;09-jul-96;18:07:00;27.22;13.631;286.22594;4;NaN;9;0.119;1;0.23;1;0.31;1;1.37;1;6;0.74;0.17
18NA96013_253;CAST#1;46.1347;-60.6052;158804;7;09-jul-96;19:01:00;22.759;15.748;277.47258;4;0.7209;1;0.1055;1;0.445;1;0.136;1;1.91;1;6;3.27;0.23
18NA96013_253;CAST#1;46.1347;-60.6052;158803;35;09-jul-96;19:01:00;26.293;13.66;278.54442;4;0.1602;1;0.1315;1;0.31;1;0.324;1;2.155;1;6;0.96;0.14
18NA96013_257;CAST#1;46.1063;-60.7262;158807;1;10-jul-96;11:15:00;22.051;16.06;265.45904;4;0.8811;1;0.1335;1;0.61;1;0.1145;1;2.36;1;6;5.33;0.26
18NA96013_257;CAST#1;46.1063;-60.7262;158806;5;10-jul-96;11:15:00;22.246;15.685;276.31142;4;0.4005;1;0.1285;1;0.34;1;0.1055;1;1.755;1;6;3.22;0.19
18NA96013_257;CAST#1;46.1063;-60.7262;158805;11;10-jul-96;11:15:00;23.785;13.322;288.14632;4;0.4005;1;0.1195;1;0.14;1;0.1985;1;2.23;1;6;0.71;0.06
18NA96013_261;CAST#1;46.1247;-60.7045;158810;1;10-jul-96;11:58:00;19.656;17.396;267.0668;4;1.3617;1;0.225;1;2.78;1;0.1245;1;8.505;1;6;22.33;0.33
18NA96013_261;CAST#1;46.1247;-60.7045;158809;5;10-jul-96;11:58:00;22.906;15.244;271.66678;4;0.2403;1;0.132;1;0.4;1;0.1305;1;2.625;1;6;3.07;0.15
18NA96013_261;CAST#1;46.1247;-60.7045;158808;27;10-jul-96;11:58:00;24.299;3.555;165.0187;4;0.0801;1;0.544;1;4.63;1;0.8505;1;22.62;1;6;5.44;0.20
18NA96013_263;CAST#1;46.0438;-60.8435;158812;5;10-jul-96;13:26:00;22.64;15.139;289.35214;4;0.4005;1;0.147;1;0.24;1;0.157;1;2.93;1;6;1.53;0.08
18NA96013_263;CAST#1;46.0438;-60.8435;158811;9;10-jul-96;13:26:00;23.055;13.298;306.32294;4;2.1627;1;0.1465;1;0.1;1;0.208;1;2.225;1;6;0.48;0.04
18NA96013_265;CAST#1;46.0037;-60.965;158815;1;10-jul-96;14:31:00;20.394;17.12;274.03376;4;0.6408;1;0.1445;1;0.39;1;0.187;1;3.26;1;6;2.09;0.12
18NA96013_265;CAST#1;46.0037;-60.965;158814;5;10-jul-96;14:31:00;22.669;14.565;292.523;4;0.4806;1;0.14;1;0.19;1;0.1975;1;2.625;1;6;0.96;0.07
18NA96013_265;CAST#1;46.0037;-60.965;158813;7;10-jul-96;14:31:00;22.906;12.964;307.39478;4;0.3204;1;0.1685;1;0.13;1;0.2255;1;2.38;1;6;0.58;0.05
18NA96013_275;CAST#1;45.9713;-61.0218;158818;1;10-jul-96;15:22:00;20.474;17.719;278.4551;4;0.4005;7;0.1365;1;0.12;1;0.19;1;3.055;1;38;0.63;0.04
18NA96013_275;CAST#1;45.9713;-61.0218;158817;5;10-jul-96;15:22:00;22.066;12.554;325.5714;4;0.4005;7;0.14;1;0.19;1;0.2555;1;3.03;1;38;0.74;0.06
18NA96013_275;CAST#1;45.9713;-61.0218;158816;28;10-jul-96;15:22:00;23.196;2.306;194.09236;4;NaN;9;0.169;1;11.315;1;1.4975;1;20.105;1;6;7.56;0.56
18NA96013_276;CAST#1;45.9457;-61.1232;158824;1;10-jul-96;16:00:00;20.428;17.739;273.9891;4;0.9612;1;0.1185;1;0.09;1;0.1865;1;3.135;1;6;0.48;0.03
18NA96013_276;CAST#1;45.9457;-61.1232;158823;5;10-jul-96;16:00:00;21.615;14.5;275.86482;4;0.9612;1;0.1215;1;0.09;1;0.207;1;3.365;1;6;0.43;0.03
18NA96013_276;CAST#1;45.9457;-61.1232;158822;10;10-jul-96;16:00:00;22.445;7.477;336.87038;4;0.4806;1;0.19;1;0.2;1;0.4395;1;3.435;1;6;0.46;0.06
18NA96013_276;CAST#1;45.9457;-61.1232;158821;15;10-jul-96;16:00:00;22.986;3.795;86.99768;4;1.1214;1;0.537;1;1.85;1;3.8725;1;18.435;1;6;0.48;0.10
18NA96013_276;CAST#1;45.9457;-61.1232;158820;25;10-jul-96;16:00:00;23.056;3.183;0;7;0;1;0;1;0;1;8.2625;4;45.65;1;38;NaN;0.00
18NA96013_276;CAST#1;45.9457;-61.1232;158819;42;10-jul-96;16:00:00;23.052;3.013;0;7;0;1;0;1;0;1;9.155;4;54.075;1;38;NaN;0.00
18NA96013_277;CAST#1;46.053;-60.8967;158826;5;10-jul-96;17:41:00;22.535;15.517;286.13662;4;0.5607;1;0.116;1;0.15;1;0.1535;1;2.975;1;6;0.98;0.05
18NA96013_277;CAST#1;46.053;-60.8967;158825;7;10-jul-96;17:41:00;22.935;14.494;290.11136;4;0.0801;1;0.1175;1;0.07;1;0.168;1;2.29;1;6;0.42;0.03
18NA96013_278;CAST#1;46.0827;-60.892;158828;5;10-jul-96;17:59:00;22.306;15.721;295.78318;4;0.801;1;0.124;1;0.13;1;0.1695;1;3.135;1;6;0.77;0.04
18NA96013_278;CAST#1;46.0827;-60.892;158827;9;10-jul-96;17:59:00;23.396;12.088;296.40842;4;0.3204;1;0.1195;1;0.05;1;0.232;1;2.215;1;6;0.22;0.02
18NA96013_279;CAST#1;46.075;-60.8652;158830;5;10-jul-96;18:24:00;22.716;15.249;282.96576;4;0.0801;1;0.1095;1;0.075;1;0.1465;1;2.505;1;6;0.51;0.03
18NA96013_279;CAST#1;46.075;-60.8652;158829;9;10-jul-96;18:24:00;23.128;13.914;287.47642;4;0.1602;1;0.105;1;0.03;1;0.1545;1;1.99;1;6;0.19;0.02
18NA96013_280;CAST#1;46.0685;-60.8173;158833;1;10-jul-96;18:45:00;21.46;16.802;280.0182;4;0.8811;1;0.105;1;0.235;1;0.148;1;3.405;1;6;1.59;0.07
18NA96013_280;CAST#1;46.0685;-60.8173;158832;5;10-jul-96;18:45:00;22.204;15.942;284.61818;4;0.5607;1;0.0955;1;0.06;1;0.1395;1;2.505;1;6;0.43;0.02
18NA96013_280;CAST#1;46.0685;-60.8173;158831;10;10-jul-96;18:45:00;23.495;13.795;295.24726;4;0.0801;1;0.103;1;0.04;1;0.21;1;2.1;1;6;0.19;0.02
18NA96013_281;CAST#1;46.0878;-60.7267;158836;1;10-jul-96;19:15:00;21.743;16.613;278.2318;4;0.4005;1;0.095;1;0.175;1;0.1035;1;2.645;1;6;1.69;0.07
18NA96013_281;CAST#1;46.0878;-60.7267;158835;5;10-jul-96;19:15:00;22.388;15.305;279.97354;4;0.6408;1;0.096;1;0.17;1;0.108;1;2.335;1;6;1.57;0.07
18NA96013_281;CAST#1;46.0878;-60.7267;158834;20;10-jul-96;19:15:00;25.591;11.017;280.77742;4;0.0801;1;0.1955;1;0.75;1;0.3475;1;2.955;1;6;2.16;0.25
